time,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,RBigToe_x,RSmallToe_x
35.640,-1.726,0.259,-1.165,1.838,-1.175,1.704,0.021,0.606,0.079,0.369,-1.298,-0.236,-0.669,-0.765,-1.807,0.804,0.011,-0.868,0.701,-0.030,-1.223,,,,-0.697,-1.061,-0.291,,,,-1.690,0.532,-1.755,0.265,-1.734,0.403,-1.502,0.696,,
35.650,-1.733,0.259,-1.168,1.898,-1.184,1.720,0.020,0.617,0.083,0.366,-1.301,-0.248,-0.669,-0.729,-1.689,0.805,-0.030,-0.808,0.678,0.019,-1.163,,,,-0.714,-1.001,-0.312,,,,-1.695,0.527,-1.758,0.248,-1.739,0.395,-1.531,0.678,,
35.660,-1.742,0.258,-1.170,1.942,-1.191,1.731,0.022,0.631,0.086,0.360,-1.305,-0.267,-0.669,-0.685,-1.571,0.798,-0.062,-0.755,0.657,0.061,-1.098,,,,-0.715,-0.939,-0.287,,,,-1.701,0.523,-1.760,0.229,-1.743,0.390,-1.559,0.658,,
35.670,-1.753,0.257,-1.170,1.968,-1.196,1.737,0.025,0.646,0.088,0.354,-1.310,-0.289,-0.669,-0.635,-1.453,0.783,-0.083,-0.713,0.641,0.091,-1.038,,,,-0.709,-0.879,-0.239,,,,-1.710,0.522,-1.762,0.209,-1.747,0.388,-1.586,0.637,,
35.680,-1.764,0.256,-1.170,1.981,-1.201,1.739,0.029,0.656,0.090,0.345,-1.316,-0.314,-0.670,-0.586,-1.331,0.765,-0.098,-0.687,0.630,0.105,-0.992,,,,-0.706,-0.827,-0.196,,,,-1.719,0.524,-1.764,0.188,-1.751,0.387,-1.610,0.619,,
35.690,-1.774,0.255,-1.167,1.984,-1.205,1.736,0.031,0.658,0.091,0.335,-1.323,-0.341,-0.669,-0.542,-1.204,0.747,-0.109,-0.674,0.619,0.103,-0.963,,,,-0.712,-0.787,-0.178,,,,-1.728,0.528,-1.764,0.165,-1.755,0.385,-1.630,0.604,,
35.700,-1.781,0.255,-1.163,1.981,-1.208,1.732,0.030,0.653,0.091,0.324,-1.331,-0.373,-0.668,-0.504,-1.070,0.734,-0.121,-0.671,0.607,0.087,-0.948,,,,-0.726,-0.759,-0.187,,,,-1.737,0.533,-1.765,0.140,-1.757,0.380,-1.647,0.594,,
35.710,-1.787,0.255,-1.158,1.972,-1.210,1.726,0.027,0.642,0.090,0.312,-1.339,-0.412,-0.667,-0.473,-0.931,0.728,-0.133,-0.673,0.590,0.063,-0.943,,,,-0.742,-0.743,-0.212,,,,-1.743,0.536,-1.766,0.115,-1.758,0.373,-1.662,0.586,,
35.720,-1.793,0.255,-1.153,1.959,-1.211,1.719,0.024,0.630,0.087,0.299,-1.347,-0.457,-0.666,-0.444,-0.794,0.727,-0.144,-0.675,0.569,0.034,-0.939,,,,-0.751,-0.736,-0.233,,,,-1.748,0.537,-1.769,0.089,-1.758,0.367,-1.676,0.578,,
35.730,-1.801,0.255,-1.147,1.940,-1.211,1.711,0.022,0.620,0.084,0.287,-1.355,-0.506,-0.666,-0.418,-0.665,0.730,-0.149,-0.675,0.546,0.004,-0.934,,,,-0.744,-0.733,-0.231,,,,-1.751,0.535,-1.774,0.063,-1.759,0.366,-1.690,0.567,,
35.740,-1.812,0.255,-1.142,1.915,-1.211,1.701,0.023,0.613,0.082,0.274,-1.362,-0.556,-0.666,-0.393,-0.551,0.732,-0.145,-0.673,0.528,-0.025,-0.925,,,,-0.716,-0.731,-0.202,,,,-1.754,0.530,-1.781,0.039,-1.759,0.376,-1.704,0.553,,
35.750,-1.826,0.254,-1.139,1.888,-1.211,1.688,0.027,0.607,0.080,0.262,-1.371,-0.601,-0.666,-0.374,-0.451,0.732,-0.128,-0.673,0.519,-0.055,-0.915,,,,-0.671,-0.729,-0.153,,,,-1.758,0.524,-1.789,0.015,-1.760,0.397,-1.718,0.536,,
35.760,-1.841,0.253,-1.138,1.862,-1.213,1.673,0.031,0.601,0.080,0.250,-1.383,-0.641,-0.667,-0.366,-0.363,0.727,-0.098,-0.679,0.521,-0.089,-0.907,,,,-0.613,-0.727,-0.103,,,,-1.762,0.519,-1.799,-0.008,-1.761,0.429,-1.730,0.517,,
35.770,-1.857,0.252,-1.139,1.845,-1.217,1.657,0.035,0.593,0.081,0.237,-1.397,-0.678,-0.668,-0.371,-0.282,0.717,-0.057,-0.694,0.535,-0.130,-0.906,,,,-0.551,-0.732,-0.068,,,,-1.768,0.514,-1.810,-0.029,-1.763,0.466,-1.740,0.498,,
35.780,-1.872,0.251,-1.143,1.842,-1.222,1.643,0.035,0.581,0.082,0.224,-1.414,-0.716,-0.667,-0.391,-0.204,0.705,-0.008,-0.722,0.558,-0.179,-0.910,,,,-0.489,-0.747,-0.059,,,,-1.775,0.512,-1.819,-0.050,-1.763,0.505,-1.747,0.479,,
35.790,-1.884,0.252,-1.146,1.856,-1.227,1.632,0.032,0.568,0.084,0.210,-1.433,-0.761,-0.667,-0.422,-0.130,0.693,0.043,-0.761,0.585,-0.236,-0.919,,,,-0.429,-0.777,-0.070,,,,-1.784,0.512,-1.828,-0.070,-1.762,0.540,-1.752,0.459,,
35.800,-1.895,0.252,-1.150,1.885,-1.230,1.626,0.028,0.559,0.085,0.197,-1.452,-0.816,-0.666,-0.456,-0.064,0.681,0.095,-0.809,0.611,-0.298,-0.929,,,,-0.371,-0.824,-0.089,,,,-1.792,0.513,-1.836,-0.088,-1.759,0.569,-1.756,0.435,,
35.810,-1.905,0.252,-1.152,1.923,-1.232,1.626,0.024,0.556,0.086,0.183,-1.470,-0.881,-0.666,-0.485,-0.014,0.669,0.145,-0.861,0.635,-0.362,-0.936,,,,-0.313,-0.885,-0.098,,,,-1.800,0.514,-1.844,-0.104,-1.756,0.595,-1.760,0.408,,
35.820,-1.915,0.252,-1.152,1.960,-1.230,1.630,0.022,0.560,0.087,0.171,-1.485,-0.950,-0.666,-0.503,0.014,0.658,0.192,-0.912,0.655,-0.422,-0.938,,,,-0.252,-0.956,-0.085,,,,-1.806,0.516,-1.851,-0.118,-1.753,0.620,-1.764,0.374,,
35.830,-1.925,0.251,-1.151,1.988,-1.227,1.637,0.025,0.568,0.087,0.159,-1.496,-1.018,-0.665,-0.507,0.018,0.646,0.237,-0.959,0.673,-0.474,-0.939,,,,-0.191,-1.029,-0.051,,,,-1.811,0.518,-1.858,-0.128,-1.752,0.649,-1.769,0.336,,
35.840,-1.935,0.251,-1.149,1.999,-1.222,1.646,0.030,0.577,0.088,0.148,-1.504,-1.080,-0.665,-0.499,0.003,0.633,0.282,-0.997,0.692,-0.517,-0.945,,,,-0.131,-1.098,-0.006,,,,-1.815,0.521,-1.865,-0.136,-1.751,0.684,-1.775,0.294,,
35.850,-1.944,0.250,-1.148,1.991,-1.217,1.655,0.036,0.580,0.090,0.138,-1.509,-1.132,-0.665,-0.486,-0.023,0.618,0.325,-1.026,0.715,-0.549,-0.962,,,,-0.076,-1.158,0.033,,,,-1.819,0.526,-1.871,-0.141,-1.752,0.725,-1.780,0.250,,
35.860,-1.950,0.250,-1.148,1.966,-1.212,1.664,0.040,0.577,0.093,0.130,-1.514,-1.177,-0.664,-0.472,-0.052,0.604,0.367,-1.046,0.742,-0.570,-0.998,,,,-0.029,-1.209,0.054,,,,-1.823,0.532,-1.876,-0.145,-1.753,0.770,-1.785,0.205,,
35.870,-1.953,0.250,-1.149,1.928,-1.208,1.671,0.041,0.567,0.096,0.122,-1.519,-1.218,-0.663,-0.464,-0.080,0.593,0.407,-1.060,0.772,-0.584,-1.053,,,,0.010,-1.253,0.052,,,,-1.828,0.540,-1.881,-0.149,-1.755,0.816,-1.789,0.161,,
35.880,-1.953,0.251,-1.151,1.884,-1.204,1.676,0.037,0.555,0.101,0.116,-1.522,-1.257,-0.662,-0.462,-0.105,0.588,0.444,-1.072,0.802,-0.592,-1.126,,,,0.043,-1.293,0.033,,,,-1.835,0.550,-1.884,-0.153,-1.757,0.859,-1.794,0.115,,
35.890,-1.954,0.252,-1.153,1.838,-1.199,1.679,0.031,0.547,0.107,0.111,-1.523,-1.292,-0.661,-0.463,-0.132,0.588,0.476,-1.085,0.830,-0.597,-1.208,,,,0.071,-1.332,0.011,,,,-1.843,0.560,-1.886,-0.157,-1.758,0.897,-1.799,0.067,,
35.900,-1.956,0.253,-1.154,1.792,-1.194,1.679,0.025,0.548,0.114,0.107,-1.520,-1.320,-0.661,-0.465,-0.166,0.594,0.503,-1.101,0.852,-0.599,-1.288,,,,0.095,-1.371,0.000,,,,-1.852,0.571,-1.888,-0.160,-1.758,0.930,-1.805,0.015,,
35.910,-1.960,0.253,-1.153,1.747,-1.187,1.678,0.021,0.562,0.123,0.106,-1.513,-1.332,-0.662,-0.464,-0.208,0.604,0.524,-1.119,0.869,-0.600,-1.355,,,,0.115,-1.410,0.008,,,,-1.860,0.582,-1.889,-0.161,-1.758,0.960,-1.811,-0.040,,
35.920,-1.967,0.252,-1.152,1.701,-1.179,1.677,0.020,0.585,0.132,0.105,-1.501,-1.323,-0.662,-0.460,-0.252,0.616,0.542,-1.138,0.881,-0.596,-1.403,,,,0.131,-1.444,0.032,,,,-1.868,0.592,-1.890,-0.159,-1.757,0.987,-1.818,-0.096,,
35.930,-1.977,0.251,-1.150,1.655,-1.171,1.679,0.022,0.616,0.142,0.105,-1.487,-1.290,-0.662,-0.453,-0.291,0.629,0.558,-1.155,0.890,-0.586,-1.426,,,,0.140,-1.470,0.062,,,,-1.875,0.603,-1.890,-0.154,-1.757,1.013,-1.823,-0.151,,
35.940,-1.986,0.251,-1.150,1.610,-1.162,1.685,0.023,0.647,0.153,0.106,-1.473,-1.239,-0.662,-0.448,-0.313,0.642,0.575,-1.164,0.899,-0.567,-1.427,,,,0.145,-1.485,0.089,,,,-1.882,0.614,-1.889,-0.147,-1.757,1.038,-1.828,-0.202,,
35.950,-1.993,0.251,-1.150,1.568,-1.154,1.697,0.023,0.675,0.164,0.106,-1.460,-1.178,-0.662,-0.447,-0.312,0.654,0.596,-1.165,0.910,-0.540,-1.411,,,,0.147,-1.487,0.104,,,,-1.889,0.626,-1.888,-0.140,-1.757,1.062,-1.832,-0.249,,
35.960,-1.998,0.253,-1.151,1.530,-1.146,1.715,0.020,0.698,0.176,0.106,-1.449,-1.118,-0.661,-0.452,-0.286,0.667,0.623,-1.157,0.923,-0.505,-1.386,,,,0.153,-1.481,0.108,,,,-1.897,0.639,-1.885,-0.133,-1.758,1.083,-1.835,-0.291,,
35.970,-1.999,0.255,-1.153,1.498,-1.141,1.736,0.015,0.716,0.189,0.104,-1.441,-1.063,-0.661,-0.459,-0.245,0.680,0.655,-1.142,0.938,-0.464,-1.357,,,,0.165,-1.470,0.107,,,,-1.906,0.653,-1.883,-0.129,-1.758,1.100,-1.840,-0.328,,
35.980,-1.997,0.258,-1.155,1.471,-1.140,1.758,0.011,0.731,0.203,0.102,-1.432,-1.014,-0.661,-0.465,-0.198,0.695,0.689,-1.125,0.952,-0.421,-1.329,,,,0.184,-1.459,0.111,,,,-1.915,0.667,-1.880,-0.128,-1.759,1.111,-1.846,-0.362,,
35.990,-1.994,0.260,-1.155,1.449,-1.143,1.777,0.008,0.744,0.216,0.098,-1.422,-0.965,-0.661,-0.467,-0.158,0.708,0.720,-1.112,0.963,-0.380,-1.303,,,,0.209,-1.454,0.125,,,,-1.922,0.681,-1.878,-0.130,-1.759,1.118,-1.855,-0.393,,
36.000,-1.990,0.262,-1.153,1.427,-1.150,1.789,0.010,0.757,0.230,0.093,-1.408,-0.906,-0.662,-0.462,-0.128,0.719,0.744,-1.105,0.967,-0.345,-1.277,,,,0.233,-1.456,0.150,,,,-1.928,0.692,-1.876,-0.135,-1.759,1.120,-1.864,-0.423,,
36.010,-1.985,0.261,-1.150,1.407,-1.161,1.794,0.016,0.769,0.243,0.087,-1.390,-0.831,-0.662,-0.450,-0.107,0.726,0.754,-1.109,0.961,-0.318,-1.247,,,,0.249,-1.466,0.179,,,,-1.932,0.701,-1.875,-0.141,-1.760,1.118,-1.872,-0.449,,
36.020,-1.980,0.260,-1.146,1.388,-1.174,1.791,0.024,0.779,0.254,0.080,-1.369,-0.742,-0.663,-0.437,-0.088,0.725,0.750,-1.122,0.945,-0.300,-1.209,,,,0.254,-1.483,0.201,,,,-1.932,0.707,-1.874,-0.147,-1.760,1.114,-1.879,-0.472,,
36.030,-1.974,0.257,-1.142,1.375,-1.186,1.784,0.033,0.787,0.264,0.072,-1.347,-0.646,-0.663,-0.426,-0.064,0.715,0.734,-1.142,0.920,-0.290,-1.162,,,,0.247,-1.502,0.211,,,,-1.931,0.711,-1.874,-0.151,-1.760,1.107,-1.884,-0.491,,
36.040,-1.967,0.254,-1.140,1.370,-1.194,1.775,0.040,0.795,0.272,0.063,-1.326,-0.558,-0.663,-0.422,-0.034,0.697,0.711,-1.164,0.887,-0.287,-1.105,,,,0.232,-1.523,0.206,,,,-1.928,0.714,-1.874,-0.153,-1.760,1.101,-1.886,-0.508,,
36.050,-1.958,0.250,-1.141,1.379,-1.197,1.765,0.045,0.804,0.278,0.052,-1.308,-0.490,-0.663,-0.427,-0.002,0.670,0.688,-1.185,0.851,-0.290,-1.043,,,,0.216,-1.541,0.192,,,,-1.925,0.715,-1.876,-0.153,-1.760,1.097,-1.886,-0.524,,
36.060,-1.949,0.248,-1.144,1.404,-1.194,1.758,0.048,0.816,0.284,0.040,-1.294,-0.450,-0.663,-0.441,0.017,0.638,0.673,-1.202,0.814,-0.295,-0.982,,,,0.208,-1.554,0.178,,,,-1.922,0.715,-1.878,-0.151,-1.760,1.099,-1.886,-0.540,,
36.070,-1.940,0.246,-1.148,1.443,-1.186,1.753,0.054,0.833,0.290,0.026,-1.284,-0.439,-0.663,-0.458,0.012,0.602,0.668,-1.213,0.782,-0.303,-0.928,,,,0.211,-1.562,0.171,,,,-1.918,0.716,-1.880,-0.148,-1.760,1.108,-1.886,-0.557,,
36.080,-1.930,0.245,-1.153,1.494,-1.175,1.748,0.063,0.853,0.296,0.011,-1.277,-0.446,-0.663,-0.476,-0.024,0.568,0.675,-1.218,0.756,-0.310,-0.887,,,,0.224,-1.563,0.174,,,,-1.915,0.716,-1.882,-0.143,-1.760,1.125,-1.887,-0.574,,
36.090,-1.919,0.244,-1.158,1.552,-1.165,1.745,0.079,0.874,0.304,-0.004,-1.274,-0.462,-0.664,-0.491,-0.089,0.540,0.687,-1.215,0.736,-0.316,-0.862,,,,0.244,-1.556,0.182,,,,-1.910,0.717,-1.885,-0.139,-1.760,1.151,-1.888,-0.589,,
36.100,-1.906,0.245,-1.162,1.612,-1.157,1.743,0.100,0.892,0.312,-0.020,-1.272,-0.474,-0.664,-0.503,-0.172,0.522,0.699,-1.206,0.721,-0.321,-0.850,,,,0.264,-1.542,0.188,,,,-1.904,0.717,-1.887,-0.136,-1.761,1.184,-1.890,-0.599,,
36.110,-1.889,0.246,-1.165,1.670,-1.151,1.743,0.126,0.906,0.321,-0.037,-1.273,-0.480,-0.664,-0.513,-0.257,0.516,0.702,-1.189,0.708,-0.323,-0.845,,,,0.279,-1.521,0.184,,,,-1.896,0.717,-1.888,-0.133,-1.761,1.221,-1.893,-0.601,,
36.120,-1.870,0.248,-1.167,1.724,-1.149,1.745,0.153,0.915,0.329,-0.052,-1.276,-0.484,-0.664,-0.523,-0.331,0.521,0.694,-1.164,0.696,-0.325,-0.839,,,,0.289,-1.496,0.166,,,,-1.887,0.717,-1.890,-0.130,-1.760,1.259,-1.896,-0.596,,
36.130,-1.848,0.251,-1.169,1.774,-1.146,1.752,0.179,0.922,0.336,-0.067,-1.280,-0.497,-0.665,-0.534,-0.392,0.535,0.675,-1.131,0.682,-0.326,-0.824,,,,0.296,-1.467,0.138,,,,-1.878,0.718,-1.891,-0.128,-1.760,1.295,-1.900,-0.586,,
36.140,-1.825,0.256,-1.169,1.820,-1.142,1.761,0.203,0.929,0.341,-0.081,-1.285,-0.529,-0.665,-0.544,-0.446,0.551,0.649,-1.090,0.669,-0.328,-0.796,,,,0.308,-1.434,0.107,,,,-1.867,0.718,-1.891,-0.124,-1.759,1.330,-1.905,-0.576,,
36.150,-1.801,0.261,-1.168,1.861,-1.134,1.772,0.225,0.939,0.345,-0.093,-1.292,-0.587,-0.666,-0.552,-0.510,0.563,0.625,-1.043,0.659,-0.331,-0.754,,,,0.332,-1.397,0.083,,,,-1.856,0.720,-1.891,-0.119,-1.757,1.363,-1.911,-0.572,,
36.160,-1.778,0.267,-1.165,1.898,-1.122,1.781,0.246,0.950,0.349,-0.104,-1.298,-0.671,-0.667,-0.553,-0.603,0.565,0.609,-0.991,0.657,-0.334,-0.704,,,,0.369,-1.353,0.068,,,,-1.845,0.724,-1.889,-0.111,-1.756,1.396,-1.915,-0.577,,
36.170,-1.757,0.274,-1.160,1.927,-1.106,1.786,0.269,0.961,0.352,-0.115,-1.304,-0.775,-0.667,-0.543,-0.734,0.557,0.608,-0.936,0.667,-0.334,-0.658,,,,0.420,-1.302,0.063,,,,-1.834,0.730,-1.886,-0.102,-1.754,1.429,-1.917,-0.592,,
36.180,-1.736,0.282,-1.153,1.948,-1.089,1.784,0.295,0.970,0.356,-0.125,-1.308,-0.887,-0.668,-0.520,-0.904,0.540,0.624,-0.878,0.690,-0.332,-0.625,,,,0.478,-1.244,0.061,,,,-1.823,0.739,-1.881,-0.091,-1.752,1.465,-1.917,-0.618,,
36.190,-1.717,0.290,-1.144,1.956,-1.071,1.776,0.322,0.973,0.361,-0.135,-1.312,-0.996,-0.668,-0.485,-1.100,0.520,0.654,-0.820,0.726,-0.325,-0.613,,,,0.537,-1.181,0.054,,,,-1.812,0.750,-1.875,-0.079,-1.752,1.502,-1.913,-0.649,,
36.200,-1.699,0.299,-1.134,1.949,-1.053,1.761,0.351,0.970,0.366,-0.145,-1.314,-1.095,-0.667,-0.439,-1.301,0.501,0.694,-0.764,0.771,-0.316,-0.626,,,,0.589,-1.118,0.037,,,,-1.802,0.763,-1.868,-0.068,-1.753,1.541,-1.907,-0.682,,
36.210,-1.682,0.308,-1.124,1.925,-1.035,1.742,0.381,0.964,0.372,-0.154,-1.314,-1.180,-0.667,-0.386,-1.490,0.491,0.738,-0.712,0.820,-0.307,-0.659,,,,0.631,-1.059,0.011,,,,-1.794,0.777,-1.862,-0.056,-1.755,1.582,-1.899,-0.711,,
36.220,-1.665,0.318,-1.114,1.883,-1.016,1.720,0.409,0.961,0.379,-0.162,-1.310,-1.250,-0.667,-0.330,-1.651,0.490,0.783,-0.666,0.871,-0.301,-0.704,,,,0.665,-1.009,-0.019,,,,-1.786,0.790,-1.856,-0.044,-1.758,1.624,-1.892,-0.734,,
36.230,-1.651,0.328,-1.102,1.823,-0.996,1.696,0.437,0.962,0.387,-0.170,-1.303,-1.304,-0.667,-0.273,-1.782,0.497,0.828,-0.631,0.920,-0.301,-0.748,,,,0.695,-0.972,-0.044,,,,-1.779,0.803,-1.850,-0.031,-1.761,1.669,-1.887,-0.752,,
36.240,-1.637,0.338,-1.088,1.748,-0.974,1.669,0.463,0.972,0.394,-0.177,-1.291,-1.339,-0.666,-0.217,-1.886,0.507,0.874,-0.608,0.967,-0.306,-0.781,,,,0.726,-0.946,-0.058,,,,-1.772,0.815,-1.844,-0.016,-1.764,1.715,-1.882,-0.765,,
36.250,-1.624,0.348,-1.072,1.662,-0.949,1.640,0.488,0.989,0.403,-0.184,-1.276,-1.350,-0.666,-0.164,-1.969,0.513,0.924,-0.597,1.013,-0.315,-0.798,,,,0.761,-0.927,-0.059,,,,-1.763,0.826,-1.838,-0.000,-1.766,1.763,-1.878,-0.777,,
36.260,-1.611,0.358,-1.054,1.570,-0.924,1.607,0.510,1.008,0.412,-0.192,-1.259,-1.334,-0.665,-0.112,-2.038,0.513,0.980,-0.597,1.060,-0.324,-0.799,,,,0.800,-0.912,-0.053,,,,-1.754,0.836,-1.829,0.017,-1.767,1.812,-1.872,-0.791,,
36.270,-1.598,0.367,-1.035,1.480,-0.899,1.574,0.529,1.025,0.422,-0.200,-1.242,-1.291,-0.664,-0.063,-2.092,0.506,1.042,-0.603,1.110,-0.329,-0.788,,,,0.842,-0.896,-0.047,,,,-1.745,0.847,-1.820,0.034,-1.766,1.858,-1.864,-0.807,,
36.280,-1.584,0.376,-1.015,1.397,-0.875,1.541,0.543,1.036,0.433,-0.209,-1.227,-1.226,-0.663,-0.017,-2.130,0.496,1.107,-0.611,1.163,-0.326,-0.771,,,,0.882,-0.874,-0.047,,,,-1.737,0.858,-1.811,0.050,-1.765,1.898,-1.853,-0.826,,
36.290,-1.570,0.385,-0.996,1.326,-0.854,1.512,0.550,1.039,0.444,-0.220,-1.214,-1.150,-0.663,0.024,-2.146,0.492,1.172,-0.617,1.218,-0.318,-0.757,,,,0.917,-0.848,-0.056,,,,-1.731,0.868,-1.802,0.064,-1.765,1.933,-1.842,-0.846,,
36.300,-1.558,0.393,-0.980,1.268,-0.835,1.491,0.551,1.038,0.456,-0.231,-1.203,-1.076,-0.662,0.059,-2.142,0.499,1.231,-0.616,1.274,-0.306,-0.748,,,,0.947,-0.819,-0.069,,,,-1.728,0.879,-1.795,0.075,-1.765,1.961,-1.832,-0.865,,
36.310,-1.550,0.401,-0.967,1.221,-0.817,1.478,0.547,1.036,0.468,-0.243,-1.192,-1.013,-0.661,0.088,-2.119,0.521,1.285,-0.608,1.329,-0.296,-0.746,,,,0.973,-0.790,-0.081,,,,-1.727,0.888,-1.792,0.084,-1.767,1.985,-1.826,-0.879,,
36.320,-1.546,0.407,-0.956,1.179,-0.800,1.473,0.541,1.039,0.479,-0.256,-1.179,-0.966,-0.660,0.109,-2.087,0.555,1.332,-0.595,1.383,-0.291,-0.748,,,,1.001,-0.763,-0.083,,,,-1.729,0.896,-1.790,0.093,-1.768,2.008,-1.824,-0.887,,
36.330,-1.547,0.413,-0.948,1.138,-0.782,1.472,0.534,1.049,0.489,-0.270,-1.162,-0.932,-0.659,0.122,-2.050,0.595,1.379,-0.577,1.437,-0.292,-0.751,,,,1.034,-0.739,-0.073,,,,-1.731,0.903,-1.791,0.103,-1.768,2.033,-1.826,-0.889,,
36.340,-1.551,0.417,-0.941,1.093,-0.764,1.473,0.529,1.064,0.498,-0.284,-1.142,-0.905,-0.658,0.125,-2.014,0.633,1.429,-0.556,1.493,-0.299,-0.753,,,,1.077,-0.716,-0.054,,,,-1.732,0.908,-1.791,0.115,-1.766,2.064,-1.830,-0.885,,
36.350,-1.556,0.420,-0.934,1.043,-0.747,1.472,0.525,1.081,0.506,-0.300,-1.120,-0.876,-0.657,0.118,-1.973,0.662,1.487,-0.534,1.549,-0.305,-0.753,,,,1.130,-0.691,-0.033,,,,-1.729,0.911,-1.789,0.128,-1.761,2.099,-1.833,-0.877,,
36.360,-1.560,0.422,-0.928,0.991,-0.731,1.467,0.523,1.095,0.514,-0.315,-1.100,-0.843,-0.657,0.100,-1.923,0.679,1.553,-0.510,1.606,-0.306,-0.752,,,,1.189,-0.664,-0.017,,,,-1.724,0.914,-1.786,0.143,-1.751,2.136,-1.833,-0.869,,
36.370,-1.560,0.423,-0.922,0.943,-0.718,1.459,0.520,1.102,0.520,-0.332,-1.084,-0.805,-0.656,0.072,-1.855,0.685,1.624,-0.483,1.659,-0.299,-0.752,,,,1.249,-0.633,-0.013,,,,-1.717,0.916,-1.780,0.157,-1.737,2.172,-1.830,-0.865,,
36.380,-1.556,0.424,-0.916,0.906,-0.709,1.451,0.516,1.102,0.527,-0.348,-1.073,-0.769,-0.656,0.035,-1.771,0.685,1.693,-0.453,1.704,-0.285,-0.752,,,,1.304,-0.601,-0.019,,,,-1.708,0.918,-1.773,0.169,-1.720,2.202,-1.822,-0.865,,
36.390,-1.550,0.424,-0.911,0.885,-0.705,1.443,0.510,1.096,0.533,-0.364,-1.068,-0.743,-0.656,-0.006,-1.679,0.685,1.750,-0.424,1.736,-0.271,-0.754,,,,1.346,-0.571,-0.030,,,,-1.698,0.919,-1.763,0.176,-1.700,2.225,-1.813,-0.871,,
36.400,-1.542,0.423,-0.906,0.879,-0.703,1.438,0.505,1.088,0.540,-0.379,-1.067,-0.733,-0.657,-0.047,-1.593,0.689,1.787,-0.399,1.752,-0.263,-0.756,,,,1.373,-0.544,-0.039,,,,-1.687,0.918,-1.753,0.178,-1.677,2.239,-1.803,-0.881,,
36.410,-1.534,0.421,-0.901,0.889,-0.704,1.434,0.503,1.082,0.547,-0.394,-1.067,-0.737,-0.657,-0.085,-1.532,0.696,1.800,-0.381,1.751,-0.267,-0.756,,,,1.385,-0.523,-0.039,,,,-1.674,0.916,-1.739,0.176,-1.653,2.248,-1.792,-0.893,,
36.420,-1.525,0.418,-0.896,0.908,-0.705,1.431,0.505,1.081,0.554,-0.408,-1.065,-0.750,-0.657,-0.116,-1.506,0.703,1.790,-0.374,1.735,-0.287,-0.755,,,,1.386,-0.505,-0.031,,,,-1.658,0.913,-1.723,0.171,-1.627,2.254,-1.781,-0.905,,
36.430,-1.514,0.414,-0.890,0.931,-0.706,1.426,0.514,1.084,0.562,-0.422,-1.060,-0.761,-0.657,-0.141,-1.519,0.702,1.762,-0.378,1.707,-0.320,-0.753,,,,1.381,-0.488,-0.017,,,,-1.637,0.908,-1.702,0.164,-1.600,2.261,-1.768,-0.912,,
36.440,-1.500,0.410,-0.883,0.955,-0.706,1.417,0.528,1.088,0.569,-0.436,-1.052,-0.762,-0.656,-0.165,-1.559,0.688,1.723,-0.388,1.673,-0.359,-0.751,,,,1.377,-0.465,-0.004,,,,-1.612,0.903,-1.676,0.158,-1.571,2.270,-1.750,-0.915,,
36.450,-1.480,0.406,-0.877,0.978,-0.703,1.404,0.544,1.090,0.576,-0.450,-1.044,-0.751,-0.656,-0.190,-1.608,0.658,1.681,-0.400,1.634,-0.397,-0.750,,,,1.379,-0.432,0.001,,,,-1.582,0.900,-1.646,0.153,-1.540,2.283,-1.725,-0.912,,
36.460,-1.455,0.404,-0.871,0.999,-0.699,1.390,0.561,1.089,0.584,-0.464,-1.037,-0.729,-0.656,-0.220,-1.649,0.613,1.638,-0.407,1.593,-0.423,-0.751,,,,1.390,-0.389,-0.004,,,,-1.549,0.897,-1.613,0.151,-1.507,2.297,-1.694,-0.907,,
36.470,-1.424,0.403,-0.865,1.019,-0.695,1.377,0.576,1.084,0.593,-0.479,-1.033,-0.703,-0.655,-0.258,-1.672,0.557,1.596,-0.404,1.547,-0.436,-0.754,,,,1.407,-0.335,-0.017,,,,-1.515,0.897,-1.578,0.149,-1.473,2.313,-1.658,-0.899,,
36.480,-1.390,0.404,-0.858,1.036,-0.690,1.369,0.589,1.078,0.603,-0.493,-1.032,-0.681,-0.656,-0.301,-1.678,0.494,1.548,-0.391,1.495,-0.435,-0.757,,,,1.426,-0.276,-0.030,,,,-1.478,0.898,-1.541,0.149,-1.437,2.327,-1.619,-0.892,,
36.490,-1.353,0.406,-0.850,1.050,-0.687,1.364,0.603,1.072,0.614,-0.506,-1.034,-0.668,-0.656,-0.346,-1.683,0.429,1.490,-0.372,1.435,-0.425,-0.758,,,,1.439,-0.217,-0.038,,,,-1.441,0.900,-1.503,0.150,-1.400,2.340,-1.578,-0.887,,
