time,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,RBigToe_x,RSmallToe_x
36.500,-1.314,0.409,-0.840,1.054,-0.685,1.360,0.618,1.069,0.626,-0.520,-1.037,-0.663,-0.656,-0.388,-1.704,0.362,1.418,-0.353,1.365,-0.414,-0.754,,,,1.440,-0.165,-0.037,,,,-1.400,0.902,-1.462,0.150,-1.361,2.352,-1.537,-0.882,,
36.510,-1.274,0.411,-0.826,1.045,-0.685,1.354,0.636,1.068,0.639,-0.533,-1.040,-0.662,-0.657,-0.424,-1.756,0.294,1.329,-0.342,1.287,-0.406,-0.748,,,,1.424,-0.126,-0.029,,,,-1.357,0.904,-1.419,0.150,-1.320,2.363,-1.497,-0.878,,
36.520,-1.231,0.412,-0.809,1.021,-0.686,1.340,0.659,1.068,0.652,-0.545,-1.043,-0.658,-0.657,-0.453,-1.846,0.223,1.227,-0.345,1.202,-0.405,-0.742,,,,1.389,-0.103,-0.019,,,,-1.311,0.905,-1.371,0.149,-1.278,2.372,-1.456,-0.873,,
36.530,-1.185,0.412,-0.790,0.981,-0.686,1.314,0.685,1.067,0.665,-0.558,-1.044,-0.646,-0.657,-0.479,-1.966,0.146,1.117,-0.363,1.115,-0.412,-0.737,,,,1.339,-0.099,-0.012,,,,-1.261,0.905,-1.321,0.148,-1.236,2.379,-1.413,-0.869,,
36.540,-1.135,0.412,-0.770,0.930,-0.686,1.274,0.711,1.062,0.677,-0.570,-1.045,-0.626,-0.658,-0.507,-2.097,0.066,1.007,-0.397,1.028,-0.423,-0.736,,,,1.277,-0.112,-0.010,,,,-1.209,0.904,-1.269,0.146,-1.196,2.383,-1.368,-0.866,,
36.550,-1.081,0.411,-0.752,0.872,-0.683,1.221,0.735,1.054,0.688,-0.581,-1.043,-0.599,-0.658,-0.546,-2.218,-0.015,0.902,-0.440,0.942,-0.436,-0.739,,,,1.209,-0.140,-0.013,,,,-1.158,0.904,-1.217,0.145,-1.157,2.385,-1.320,-0.866,,
36.560,-1.025,0.411,-0.735,0.814,-0.676,1.159,0.755,1.042,0.699,-0.592,-1.039,-0.571,-0.659,-0.599,-2.313,-0.092,0.804,-0.488,0.859,-0.448,-0.744,,,,1.138,-0.179,-0.017,,,,-1.109,0.903,-1.167,0.145,-1.120,2.385,-1.271,-0.870,,
36.570,-0.968,0.411,-0.720,0.759,-0.665,1.091,0.774,1.029,0.709,-0.603,-1.031,-0.544,-0.659,-0.671,-2.372,-0.162,0.711,-0.538,0.778,-0.458,-0.746,,,,1.066,-0.228,-0.017,,,,-1.063,0.903,-1.120,0.148,-1.087,2.384,-1.222,-0.877,,
36.580,-0.913,0.412,-0.707,0.708,-0.650,1.022,0.791,1.017,0.720,-0.614,-1.020,-0.518,-0.660,-0.759,-2.397,-0.223,0.617,-0.586,0.700,-0.467,-0.745,,,,0.991,-0.281,-0.011,,,,-1.020,0.903,-1.076,0.153,-1.056,2.385,-1.175,-0.887,,
36.590,-0.860,0.412,-0.693,0.657,-0.631,0.955,0.810,1.008,0.732,-0.625,-1.005,-0.487,-0.661,-0.859,-2.393,-0.278,0.520,-0.635,0.624,-0.476,-0.739,,,,0.908,-0.338,-0.000,,,,-0.980,0.904,-1.035,0.160,-1.028,2.390,-1.130,-0.898,,
36.600,-0.809,0.413,-0.679,0.606,-0.611,0.890,0.832,1.002,0.744,-0.637,-0.989,-0.447,-0.662,-0.963,-2.369,-0.329,0.417,-0.685,0.552,-0.486,-0.730,,,,0.817,-0.399,0.012,,,,-0.942,0.904,-0.997,0.171,-1.001,2.402,-1.089,-0.907,,
36.610,-0.760,0.413,-0.665,0.550,-0.590,0.828,0.856,0.999,0.757,-0.650,-0.972,-0.392,-0.663,-1.064,-2.328,-0.377,0.310,-0.740,0.486,-0.498,-0.724,,,,0.717,-0.465,0.020,,,,-0.906,0.905,-0.960,0.183,-0.975,2.419,-1.050,-0.913,,
36.620,-0.711,0.413,-0.652,0.489,-0.569,0.769,0.882,1.000,0.769,-0.663,-0.958,-0.325,-0.664,-1.158,-2.273,-0.424,0.205,-0.800,0.428,-0.512,-0.724,,,,0.612,-0.539,0.021,,,,-0.872,0.905,-0.926,0.196,-0.950,2.442,-1.013,-0.916,,
36.630,-0.663,0.413,-0.641,0.426,-0.548,0.714,0.906,1.003,0.781,-0.677,-0.947,-0.250,-0.664,-1.242,-2.203,-0.468,0.111,-0.863,0.382,-0.527,-0.730,,,,0.510,-0.622,0.016,,,,-0.842,0.905,-0.895,0.207,-0.928,2.466,-0.979,-0.917,,
36.640,-0.616,0.414,-0.634,0.363,-0.529,0.664,0.926,1.009,0.793,-0.690,-0.939,-0.180,-0.662,-1.320,-2.119,-0.505,0.034,-0.926,0.349,-0.543,-0.741,,,,0.417,-0.715,0.008,,,,-0.817,0.905,-0.870,0.218,-0.907,2.488,-0.948,-0.918,,
36.650,-0.572,0.416,-0.631,0.304,-0.510,0.619,0.941,1.018,0.804,-0.702,-0.932,-0.124,-0.658,-1.394,-2.029,-0.531,-0.022,-0.985,0.329,-0.560,-0.751,,,,0.341,-0.816,0.002,,,,-0.796,0.905,-0.849,0.227,-0.888,2.507,-0.920,-0.921,,
36.660,-0.533,0.418,-0.632,0.251,-0.492,0.581,0.949,1.030,0.815,-0.714,-0.926,-0.090,-0.654,-1.471,-1.943,-0.544,-0.056,-1.039,0.323,-0.578,-0.755,,,,0.281,-0.920,0.003,,,,-0.781,0.905,-0.833,0.235,-0.871,2.521,-0.896,-0.928,,
36.670,-0.498,0.420,-0.636,0.204,-0.474,0.548,0.955,1.043,0.826,-0.724,-0.917,-0.079,-0.650,-1.556,-1.876,-0.543,-0.073,-1.086,0.329,-0.599,-0.748,,,,0.238,-1.022,0.011,,,,-0.769,0.905,-0.821,0.242,-0.855,2.531,-0.876,-0.939,,
36.680,-0.469,0.421,-0.643,0.161,-0.456,0.519,0.959,1.055,0.837,-0.732,-0.906,-0.088,-0.649,-1.648,-1.836,-0.531,-0.077,-1.124,0.345,-0.619,-0.731,,,,0.205,-1.114,0.021,,,,-0.758,0.906,-0.810,0.250,-0.839,2.538,-0.861,-0.952,,
36.690,-0.446,0.421,-0.650,0.122,-0.438,0.492,0.964,1.064,0.847,-0.740,-0.894,-0.110,-0.652,-1.744,-1.825,-0.511,-0.073,-1.153,0.369,-0.638,-0.707,,,,0.179,-1.190,0.028,,,,-0.749,0.906,-0.798,0.258,-0.824,2.545,-0.849,-0.965,,
36.700,-0.428,0.418,-0.656,0.085,-0.419,0.465,0.970,1.068,0.857,-0.746,-0.882,-0.137,-0.658,-1.839,-1.837,-0.488,-0.065,-1.172,0.396,-0.653,-0.687,,,,0.157,-1.247,0.027,,,,-0.738,0.906,-0.786,0.266,-0.811,2.551,-0.841,-0.974,,
36.710,-0.414,0.414,-0.661,0.051,-0.398,0.438,0.979,1.068,0.866,-0.751,-0.873,-0.166,-0.668,-1.921,-1.856,-0.462,-0.053,-1.177,0.424,-0.663,-0.679,,,,0.140,-1.284,0.017,,,,-0.728,0.906,-0.774,0.272,-0.800,2.558,-0.835,-0.979,,
36.720,-0.405,0.408,-0.664,0.022,-0.377,0.411,0.988,1.066,0.875,-0.755,-0.866,-0.193,-0.680,-1.982,-1.868,-0.436,-0.032,-1.166,0.447,-0.666,-0.688,,,,0.131,-1.301,0.000,,,,-0.717,0.906,-0.763,0.276,-0.791,2.564,-0.833,-0.978,,
36.730,-0.399,0.402,-0.666,-0.000,-0.354,0.386,0.998,1.064,0.882,-0.757,-0.862,-0.218,-0.690,-2.016,-1.860,-0.408,-0.001,-1.137,0.465,-0.664,-0.716,,,,0.134,-1.301,-0.016,,,,-0.706,0.906,-0.753,0.278,-0.785,2.567,-0.833,-0.973,,
36.740,-0.397,0.397,-0.665,-0.014,-0.330,0.364,1.008,1.066,0.889,-0.759,-0.858,-0.241,-0.697,-2.019,-1.827,-0.382,0.044,-1.092,0.476,-0.659,-0.755,,,,0.155,-1.289,-0.027,,,,-0.695,0.906,-0.744,0.278,-0.781,2.567,-0.835,-0.965,,
36.750,-0.396,0.394,-0.663,-0.021,-0.307,0.345,1.018,1.073,0.897,-0.760,-0.853,-0.260,-0.699,-1.994,-1.774,-0.358,0.103,-1.036,0.481,-0.653,-0.798,,,,0.192,-1.268,-0.030,,,,-0.681,0.906,-0.735,0.276,-0.776,2.562,-0.837,-0.958,,
36.760,-0.394,0.393,-0.660,-0.020,-0.284,0.330,1.029,1.082,0.904,-0.761,-0.845,-0.272,-0.697,-1.949,-1.709,-0.341,0.173,-0.977,0.482,-0.648,-0.832,,,,0.242,-1.243,-0.027,,,,-0.664,0.906,-0.723,0.273,-0.769,2.553,-0.840,-0.952,,
36.770,-0.390,0.394,-0.654,-0.014,-0.264,0.317,1.042,1.091,0.912,-0.762,-0.833,-0.275,-0.693,-1.890,-1.641,-0.335,0.250,-0.925,0.482,-0.648,-0.852,,,,0.297,-1.218,-0.022,,,,-0.642,0.906,-0.706,0.271,-0.758,2.540,-0.841,-0.949,,
36.780,-0.380,0.398,-0.647,-0.004,-0.247,0.306,1.056,1.097,0.920,-0.764,-0.820,-0.266,-0.688,-1.826,-1.575,-0.341,0.326,-0.888,0.485,-0.652,-0.853,,,,0.350,-1.197,-0.022,,,,-0.615,0.905,-0.681,0.268,-0.743,2.523,-0.840,-0.950,,
36.790,-0.364,0.403,-0.639,0.009,-0.233,0.297,1.069,1.097,0.928,-0.766,-0.807,-0.249,-0.683,-1.761,-1.512,-0.357,0.397,-0.868,0.492,-0.659,-0.838,,,,0.397,-1.181,-0.029,,,,-0.585,0.905,-0.650,0.266,-0.724,2.503,-0.836,-0.953,,
36.800,-0.343,0.410,-0.630,0.026,-0.220,0.288,1.080,1.092,0.937,-0.769,-0.795,-0.228,-0.679,-1.692,-1.450,-0.378,0.462,-0.863,0.504,-0.668,-0.814,,,,0.438,-1.168,-0.042,,,,-0.552,0.905,-0.613,0.262,-0.705,2.481,-0.831,-0.957,,
36.810,-0.317,0.417,-0.620,0.045,-0.208,0.282,1.087,1.084,0.946,-0.771,-0.784,-0.210,-0.673,-1.617,-1.383,-0.399,0.522,-0.864,0.520,-0.676,-0.785,,,,0.477,-1.154,-0.058,,,,-0.518,0.904,-0.573,0.257,-0.685,2.457,-0.825,-0.961,,
36.820,-0.288,0.425,-0.608,0.066,-0.193,0.280,1.088,1.077,0.956,-0.773,-0.772,-0.201,-0.664,-1.528,-1.308,-0.417,0.582,-0.862,0.538,-0.682,-0.756,,,,0.524,-1.132,-0.069,,,,-0.485,0.904,-0.533,0.251,-0.666,2.431,-0.818,-0.961,,
36.830,-0.258,0.433,-0.594,0.086,-0.175,0.281,1.085,1.072,0.966,-0.775,-0.756,-0.201,-0.649,-1.424,-1.228,-0.430,0.648,-0.846,0.555,-0.681,-0.729,,,,0.586,-1.097,-0.072,,,,-0.453,0.903,-0.493,0.247,-0.648,2.405,-0.811,-0.958,,
36.840,-0.227,0.441,-0.578,0.101,-0.154,0.286,1.080,1.072,0.977,-0.776,-0.737,-0.208,-0.628,-1.302,-1.144,-0.442,0.727,-0.811,0.571,-0.673,-0.702,,,,0.671,-1.045,-0.067,,,,-0.420,0.903,-0.454,0.246,-0.629,2.380,-0.802,-0.951,,
36.850,-0.196,0.449,-0.560,0.108,-0.130,0.293,1.073,1.076,0.988,-0.778,-0.713,-0.217,-0.602,-1.167,-1.061,-0.459,0.819,-0.759,0.587,-0.658,-0.674,,,,0.779,-0.977,-0.058,,,,-0.385,0.903,-0.414,0.250,-0.608,2.358,-0.791,-0.940,,
36.860,-0.162,0.457,-0.541,0.106,-0.105,0.301,1.067,1.081,0.998,-0.781,-0.686,-0.222,-0.574,-1.028,-0.982,-0.486,0.923,-0.695,0.602,-0.635,-0.643,,,,0.901,-0.901,-0.050,,,,-0.346,0.903,-0.372,0.260,-0.583,2.340,-0.775,-0.928,,
36.870,-0.125,0.465,-0.520,0.095,-0.083,0.306,1.062,1.085,1.008,-0.784,-0.660,-0.220,-0.546,-0.894,-0.905,-0.527,1.032,-0.632,0.619,-0.607,-0.609,,,,1.027,-0.826,-0.048,,,,-0.304,0.903,-0.329,0.274,-0.555,2.325,-0.755,-0.917,,
36.880,-0.082,0.472,-0.501,0.082,-0.064,0.310,1.058,1.085,1.016,-0.788,-0.638,-0.213,-0.521,-0.771,-0.831,-0.578,1.135,-0.579,0.636,-0.579,-0.573,,,,1.142,-0.766,-0.054,,,,-0.260,0.903,-0.283,0.292,-0.522,2.312,-0.730,-0.910,,
36.890,-0.036,0.478,-0.484,0.069,-0.050,0.311,1.054,1.080,1.023,-0.793,-0.621,-0.202,-0.499,-0.663,-0.756,-0.631,1.221,-0.543,0.656,-0.553,-0.538,,,,1.233,-0.728,-0.064,,,,-0.215,0.903,-0.237,0.311,-0.488,2.301,-0.701,-0.907,,
36.900,0.013,0.484,-0.469,0.062,-0.040,0.310,1.051,1.073,1.030,-0.797,-0.607,-0.194,-0.481,-0.569,-0.681,-0.677,1.283,-0.524,0.674,-0.533,-0.507,,,,1.292,-0.715,-0.073,,,,-0.172,0.902,-0.192,0.329,-0.454,2.290,-0.669,-0.908,,
36.910,0.063,0.489,-0.456,0.062,-0.032,0.309,1.048,1.066,1.036,-0.800,-0.595,-0.190,-0.464,-0.487,-0.608,-0.710,1.319,-0.517,0.691,-0.520,-0.480,,,,1.320,-0.723,-0.075,,,,-0.132,0.902,-0.149,0.343,-0.420,2.278,-0.636,-0.912,,
36.920,0.113,0.493,-0.444,0.068,-0.023,0.306,1.047,1.058,1.043,-0.803,-0.579,-0.192,-0.447,-0.411,-0.542,-0.728,1.333,-0.514,0.703,-0.513,-0.459,,,,1.322,-0.742,-0.067,,,,-0.095,0.902,-0.109,0.353,-0.388,2.264,-0.600,-0.918,,
36.930,0.162,0.496,-0.432,0.077,-0.011,0.303,1.049,1.052,1.049,-0.805,-0.556,-0.195,-0.428,-0.338,-0.484,-0.735,1.331,-0.506,0.710,-0.508,-0.441,,,,1.309,-0.762,-0.051,,,,-0.060,0.902,-0.071,0.361,-0.356,2.249,-0.561,-0.924,,
36.940,0.209,0.498,-0.420,0.084,0.005,0.296,1.054,1.046,1.056,-0.807,-0.525,-0.197,-0.409,-0.270,-0.432,-0.739,1.323,-0.488,0.711,-0.502,-0.426,,,,1.292,-0.773,-0.032,,,,-0.025,0.902,-0.035,0.369,-0.324,2.231,-0.518,-0.928,,
36.950,0.257,0.499,-0.406,0.086,0.028,0.286,1.063,1.037,1.061,-0.808,-0.487,-0.196,-0.390,-0.207,-0.382,-0.750,1.315,-0.462,0.708,-0.493,-0.414,,,,1.279,-0.774,-0.017,,,,0.010,0.903,0.002,0.377,-0.291,2.212,-0.471,-0.933,,
36.960,0.304,0.498,-0.390,0.084,0.056,0.272,1.074,1.026,1.065,-0.810,-0.445,-0.191,-0.374,-0.152,-0.323,-0.775,1.310,-0.432,0.702,-0.484,-0.407,,,,1.270,-0.769,-0.010,,,,0.047,0.903,0.037,0.387,-0.255,2.191,-0.419,-0.938,,
36.970,0.352,0.497,-0.372,0.077,0.087,0.256,1.088,1.013,1.068,-0.812,-0.402,-0.185,-0.359,-0.108,-0.251,-0.815,1.301,-0.406,0.694,-0.476,-0.403,,,,1.262,-0.764,-0.012,,,,0.082,0.903,0.070,0.400,-0.219,2.166,-0.365,-0.944,,
36.980,0.398,0.494,-0.350,0.071,0.121,0.239,1.101,1.000,1.069,-0.815,-0.361,-0.181,-0.344,-0.073,-0.164,-0.868,1.281,-0.390,0.685,-0.474,-0.405,,,,1.246,-0.768,-0.020,,,,0.115,0.903,0.100,0.414,-0.181,2.136,-0.310,-0.951,,
36.990,0.442,0.491,-0.324,0.068,0.155,0.224,1.114,0.989,1.071,-0.818,-0.323,-0.179,-0.329,-0.044,-0.071,-0.926,1.239,-0.387,0.674,-0.481,-0.411,,,,1.211,-0.784,-0.031,,,,0.145,0.903,0.126,0.429,-0.144,2.103,-0.255,-0.959,,
37.000,0.482,0.487,-0.293,0.069,0.189,0.213,1.125,0.983,1.073,-0.821,-0.287,-0.179,-0.309,-0.017,0.014,-0.981,1.170,-0.396,0.661,-0.496,-0.421,,,,1.153,-0.810,-0.039,,,,0.170,0.903,0.146,0.444,-0.108,2.066,-0.203,-0.967,,
37.010,0.516,0.481,-0.256,0.074,0.220,0.206,1.135,0.982,1.076,-0.824,-0.250,-0.178,-0.286,0.013,0.074,-1.031,1.076,-0.409,0.644,-0.517,-0.435,,,,1.074,-0.840,-0.045,,,,0.191,0.902,0.163,0.457,-0.073,2.028,-0.154,-0.973,,
37.020,0.545,0.475,-0.214,0.079,0.248,0.202,1.146,0.985,1.080,-0.828,-0.212,-0.172,-0.259,0.045,0.095,-1.073,0.966,-0.420,0.623,-0.538,-0.451,,,,0.980,-0.864,-0.048,,,,0.209,0.902,0.176,0.468,-0.040,1.989,-0.106,-0.977,,
37.030,0.570,0.468,-0.167,0.081,0.274,0.198,1.159,0.989,1.084,-0.833,-0.171,-0.159,-0.231,0.078,0.072,-1.111,0.855,-0.420,0.598,-0.551,-0.472,,,,0.886,-0.875,-0.053,,,,0.227,0.902,0.189,0.478,-0.008,1.953,-0.061,-0.979,,
37.040,0.592,0.461,-0.117,0.080,0.297,0.191,1.172,0.992,1.088,-0.837,-0.128,-0.143,-0.206,0.107,0.010,-1.145,0.758,-0.405,0.569,-0.553,-0.496,,,,0.806,-0.868,-0.060,,,,0.245,0.902,0.201,0.485,0.023,1.917,-0.016,-0.982,,
37.050,0.611,0.453,-0.065,0.074,0.317,0.180,1.187,0.992,1.092,-0.842,-0.084,-0.128,-0.188,0.125,-0.074,-1.178,0.687,-0.376,0.539,-0.544,-0.525,,,,0.749,-0.845,-0.070,,,,0.264,0.902,0.212,0.488,0.053,1.881,0.026,-0.986,,
37.060,0.628,0.444,-0.012,0.068,0.337,0.164,1.202,0.987,1.094,-0.847,-0.041,-0.121,-0.176,0.130,-0.161,-1.205,0.644,-0.337,0.509,-0.527,-0.557,,,,0.718,-0.812,-0.080,,,,0.283,0.902,0.221,0.490,0.082,1.842,0.066,-0.993,,
37.070,0.643,0.436,0.040,0.062,0.358,0.145,1.216,0.979,1.096,-0.851,0.002,-0.128,-0.170,0.121,-0.232,-1.222,0.621,-0.292,0.481,-0.507,-0.590,,,,0.708,-0.774,-0.088,,,,0.301,0.901,0.229,0.488,0.108,1.799,0.102,-1.001,,
37.080,0.656,0.428,0.093,0.060,0.382,0.124,1.229,0.971,1.097,-0.855,0.045,-0.149,-0.167,0.103,-0.275,-1.224,0.607,-0.245,0.456,-0.492,-0.622,,,,0.709,-0.736,-0.092,,,,0.318,0.901,0.234,0.485,0.131,1.748,0.134,-1.010,,
37.090,0.666,0.420,0.148,0.061,0.409,0.103,1.239,0.966,1.098,-0.858,0.091,-0.180,-0.161,0.083,-0.288,-1.210,0.586,-0.199,0.432,-0.485,-0.652,,,,0.706,-0.698,-0.091,,,,0.335,0.901,0.238,0.481,0.153,1.693,0.161,-1.016,,
37.100,0.675,0.413,0.206,0.064,0.440,0.084,1.248,0.964,1.101,-0.862,0.139,-0.214,-0.149,0.069,-0.277,-1.183,0.549,-0.154,0.410,-0.485,-0.680,,,,0.691,-0.657,-0.088,,,,0.352,0.901,0.243,0.477,0.172,1.634,0.183,-1.018,,
37.110,0.684,0.406,0.266,0.066,0.474,0.067,1.256,0.967,1.104,-0.867,0.191,-0.241,-0.131,0.067,-0.253,-1.150,0.495,-0.108,0.387,-0.488,-0.706,,,,0.661,-0.609,-0.087,,,,0.372,0.901,0.251,0.475,0.189,1.577,0.202,-1.016,,
37.120,0.693,0.401,0.330,0.065,0.510,0.051,1.264,0.973,1.108,-0.872,0.243,-0.258,-0.107,0.081,-0.228,-1.119,0.429,-0.058,0.363,-0.490,-0.734,,,,0.622,-0.553,-0.091,,,,0.395,0.900,0.263,0.474,0.206,1.524,0.220,-1.011,,
37.130,0.704,0.397,0.394,0.061,0.546,0.037,1.272,0.981,1.112,-0.878,0.294,-0.261,-0.078,0.110,-0.208,-1.097,0.364,-0.003,0.339,-0.487,-0.764,,,,0.584,-0.490,-0.100,,,,0.421,0.900,0.281,0.475,0.222,1.479,0.235,-1.007,,
37.140,0.718,0.395,0.457,0.056,0.578,0.023,1.281,0.988,1.115,-0.885,0.339,-0.254,-0.049,0.150,-0.196,-1.086,0.312,0.058,0.316,-0.477,-0.795,,,,0.557,-0.425,-0.111,,,,0.451,0.900,0.303,0.477,0.237,1.442,0.249,-1.004,,
37.150,0.734,0.395,0.517,0.050,0.606,0.011,1.288,0.996,1.118,-0.892,0.378,-0.243,-0.021,0.195,-0.191,-1.084,0.283,0.121,0.297,-0.461,-0.821,,,,0.549,-0.362,-0.120,,,,0.482,0.899,0.327,0.477,0.253,1.411,0.261,-1.004,,
37.160,0.752,0.398,0.573,0.048,0.630,-0.000,1.295,1.003,1.120,-0.898,0.410,-0.231,0.007,0.236,-0.189,-1.086,0.277,0.184,0.284,-0.444,-0.838,,,,0.562,-0.306,-0.123,,,,0.515,0.899,0.354,0.476,0.269,1.383,0.270,-1.005,,
37.170,0.772,0.403,0.624,0.049,0.650,-0.009,1.299,1.010,1.123,-0.904,0.438,-0.219,0.033,0.267,-0.187,-1.085,0.289,0.242,0.280,-0.427,-0.838,,,,0.590,-0.257,-0.118,,,,0.547,0.899,0.383,0.474,0.285,1.356,0.276,-1.007,,
37.180,0.793,0.409,0.670,0.053,0.668,-0.017,1.301,1.017,1.127,-0.910,0.462,-0.205,0.060,0.283,-0.183,-1.079,0.311,0.291,0.285,-0.413,-0.819,,,,0.624,-0.214,-0.108,,,,0.580,0.898,0.415,0.471,0.302,1.327,0.280,-1.006,,
37.190,0.817,0.415,0.714,0.057,0.685,-0.022,1.300,1.024,1.132,-0.917,0.487,-0.185,0.086,0.282,-0.179,-1.067,0.334,0.332,0.298,-0.400,-0.784,,,,0.658,-0.172,-0.098,,,,0.614,0.898,0.452,0.468,0.319,1.295,0.282,-1.000,,
37.200,0.843,0.419,0.755,0.059,0.703,-0.026,1.295,1.030,1.139,-0.923,0.512,-0.155,0.112,0.265,-0.177,-1.053,0.353,0.365,0.314,-0.383,-0.740,,,,0.686,-0.123,-0.091,,,,0.649,0.897,0.494,0.466,0.336,1.261,0.282,-0.991,,
37.210,0.871,0.422,0.794,0.058,0.723,-0.028,1.289,1.033,1.147,-0.929,0.536,-0.111,0.135,0.237,-0.176,-1.044,0.368,0.396,0.330,-0.357,-0.697,,,,0.710,-0.066,-0.090,,,,0.685,0.897,0.542,0.466,0.353,1.227,0.283,-0.979,,
37.220,0.902,0.422,0.831,0.053,0.745,-0.030,1.280,1.033,1.155,-0.935,0.559,-0.058,0.154,0.206,-0.178,-1.043,0.384,0.430,0.342,-0.319,-0.666,,,,0.734,0.003,-0.095,,,,0.724,0.897,0.594,0.466,0.368,1.195,0.285,-0.968,,
37.230,0.936,0.420,0.866,0.049,0.769,-0.029,1.271,1.031,1.163,-0.941,0.578,0.002,0.168,0.182,-0.180,-1.051,0.405,0.476,0.347,-0.267,-0.653,,,,0.767,0.082,-0.102,,,,0.763,0.896,0.647,0.466,0.379,1.165,0.286,-0.958,,
37.240,0.970,0.418,0.898,0.045,0.793,-0.027,1.262,1.026,1.169,-0.947,0.592,0.063,0.177,0.173,-0.180,-1.064,0.434,0.537,0.344,-0.205,-0.659,,,,0.812,0.169,-0.106,,,,0.803,0.896,0.698,0.465,0.389,1.138,0.289,-0.947,,
37.250,1.006,0.416,0.926,0.046,0.819,-0.024,1.256,1.021,1.175,-0.953,0.602,0.123,0.184,0.181,-0.179,-1.080,0.467,0.614,0.335,-0.137,-0.678,,,,0.867,0.261,-0.104,,,,0.842,0.896,0.746,0.462,0.396,1.114,0.292,-0.934,,
37.260,1.041,0.415,0.949,0.050,0.844,-0.019,1.253,1.014,1.180,-0.959,0.610,0.181,0.191,0.205,-0.175,-1.093,0.499,0.706,0.324,-0.067,-0.701,,,,0.924,0.354,-0.096,,,,0.882,0.896,0.791,0.459,0.404,1.092,0.297,-0.916,,
37.270,1.078,0.416,0.969,0.055,0.869,-0.015,1.253,1.008,1.186,-0.965,0.618,0.241,0.200,0.238,-0.171,-1.103,0.520,0.802,0.313,-0.000,-0.720,,,,0.974,0.444,-0.085,,,,0.922,0.895,0.832,0.457,0.412,1.072,0.304,-0.891,,
37.280,1.115,0.418,0.983,0.059,0.894,-0.011,1.257,1.000,1.192,-0.971,0.628,0.304,0.212,0.267,-0.168,-1.112,0.522,0.893,0.306,0.061,-0.730,,,,1.004,0.527,-0.076,,,,0.962,0.895,0.873,0.456,0.424,1.054,0.313,-0.860,,
37.290,1.154,0.421,0.994,0.061,0.918,-0.009,1.262,0.991,1.199,-0.977,0.641,0.373,0.224,0.279,-0.168,-1.125,0.501,0.967,0.303,0.117,-0.728,,,,1.009,0.597,-0.071,,,,1.003,0.895,0.915,0.457,0.437,1.039,0.324,-0.829,,
37.300,1.195,0.423,1.000,0.059,0.942,-0.009,1.269,0.980,1.206,-0.984,0.657,0.447,0.236,0.265,-0.170,-1.146,0.460,1.017,0.304,0.167,-0.720,,,,0.987,0.648,-0.073,,,,1.043,0.895,0.958,0.461,0.453,1.026,0.338,-0.803,,
37.310,1.236,0.423,1.002,0.055,0.964,-0.009,1.275,0.967,1.215,-0.989,0.675,0.521,0.246,0.223,-0.173,-1.177,0.407,1.041,0.307,0.215,-0.710,,,,0.945,0.678,-0.078,,,,1.080,0.894,1.000,0.468,0.469,1.015,0.352,-0.787,,
37.320,1.276,0.421,1.002,0.052,0.985,-0.008,1.282,0.953,1.223,-0.994,0.693,0.592,0.254,0.157,-0.176,-1.216,0.350,1.044,0.310,0.262,-0.703,,,,0.895,0.688,-0.081,,,,1.112,0.894,1.040,0.475,0.484,1.004,0.368,-0.785,,
37.330,1.314,0.418,1.001,0.051,1.007,-0.006,1.289,0.939,1.230,-0.999,0.710,0.656,0.261,0.081,-0.178,-1.258,0.300,1.035,0.312,0.308,-0.702,,,,0.849,0.682,-0.081,,,,1.137,0.894,1.076,0.483,0.498,0.993,0.384,-0.795,,
37.340,1.349,0.414,1.001,0.055,1.029,-0.003,1.297,0.926,1.238,-1.002,0.727,0.711,0.269,0.008,-0.178,-1.298,0.261,1.025,0.312,0.355,-0.706,,,,0.813,0.668,-0.074,,,,1.156,0.894,1.104,0.490,0.511,0.979,0.401,-0.810,,
37.350,1.380,0.411,1.003,0.060,1.052,0.001,1.307,0.914,1.246,-1.006,0.742,0.760,0.281,-0.049,-0.177,-1.334,0.235,1.023,0.310,0.401,-0.713,,,,0.792,0.655,-0.065,,,,1.171,0.894,1.126,0.496,0.525,0.963,0.419,-0.824,,
37.360,1.410,0.409,1.007,0.066,1.074,0.006,1.319,0.902,1.253,-1.010,0.755,0.804,0.299,-0.081,-0.176,-1.363,0.219,1.031,0.307,0.443,-0.718,,,,0.781,0.647,-0.057,,,,1.183,0.893,1.142,0.502,0.540,0.945,0.440,-0.831,,
37.370,1.437,0.408,1.014,0.068,1.096,0.010,1.331,0.890,1.260,-1.014,0.767,0.845,0.323,-0.089,-0.176,-1.387,0.209,1.044,0.305,0.479,-0.719,,,,0.776,0.644,-0.055,,,,1.196,0.893,1.154,0.508,0.558,0.927,0.465,-0.828,,
