RElbow_x,RElbow_y,RWrist_x,RWrist_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,time
-1.477,-1.921,-1.400,1.305,-0.498,-2.322,0.175,0.238,13.860
-1.494,-1.928,-1.403,1.303,-0.490,-2.300,0.116,0.245,13.870
-1.506,-1.928,-1.405,1.300,-0.474,-2.276,0.060,0.252,13.880
-1.511,-1.922,-1.406,1.295,-0.451,-2.253,0.011,0.259,13.890
-1.512,-1.914,-1.405,1.287,-0.423,-2.228,-0.035,0.264,13.900
-1.509,-1.906,-1.402,1.276,-0.396,-2.203,-0.081,0.271,13.910
-1.504,-1.902,-1.399,1.263,-0.374,-2.175,-0.131,0.282,13.920
-1.499,-1.904,-1.394,1.247,-0.361,-2.143,-0.182,0.297,13.930
-1.493,-1.913,-1.389,1.229,-0.355,-2.106,-0.230,0.317,13.940
-1.487,-1.930,-1.384,1.209,-0.353,-2.063,-0.266,0.340,13.950
-1.482,-1.955,-1.378,1.187,-0.352,-2.016,-0.278,0.366,13.960
-1.479,-1.985,-1.372,1.162,-0.348,-1.967,-0.261,0.394,13.970
-1.478,-2.018,-1.365,1.136,-0.343,-1.918,-0.215,0.427,13.980
-1.480,-2.053,-1.357,1.107,-0.337,-1.871,-0.150,0.468,13.990
-1.486,-2.086,-1.346,1.078,-0.334,-1.823,-0.081,0.516,14.000
-1.494,-2.117,-1.334,1.047,-0.333,-1.770,-0.026,0.572,14.010
-1.504,-2.147,-1.321,1.015,-0.336,-1.704,0.004,0.633,14.020
-1.511,-2.178,-1.306,0.983,-0.338,-1.620,0.004,0.695,14.030
-1.515,-2.211,-1.291,0.952,-0.338,-1.518,-0.020,0.753,14.040
-1.513,-2.248,-1.276,0.920,-0.331,-1.400,-0.057,0.805,14.050
-1.504,-2.288,-1.260,0.889,-0.317,-1.274,-0.090,0.852,14.060
-1.487,-2.327,-1.243,0.860,-0.298,-1.151,-0.110,0.898,14.070
-1.464,-2.361,-1.225,0.833,-0.278,-1.039,-0.112,0.946,14.080
-1.436,-2.386,-1.204,0.807,-0.261,-0.944,-0.099,0.997,14.090
-1.403,-2.397,-1.181,0.782,-0.248,-0.866,-0.081,1.051,14.100
-1.366,-2.395,-1.157,0.758,-0.241,-0.802,-0.066,1.103,14.110
-1.327,-2.383,-1.133,0.735,-0.240,-0.748,-0.061,1.147,14.120
-1.287,-2.367,-1.108,0.714,-0.241,-0.700,-0.067,1.177,14.130
-1.244,-2.354,-1.085,0.694,-0.246,-0.659,-0.079,1.190,14.140
-1.200,-2.349,-1.063,0.677,-0.255,-0.627,-0.091,1.188,14.150
-1.152,-2.352,-1.041,0.664,-0.268,-0.607,-0.097,1.174,14.160
-1.102,-2.361,-1.019,0.655,-0.288,-0.599,-0.094,1.157,14.170
-1.046,-2.370,-0.995,0.651,-0.311,-0.601,-0.086,1.142,14.180
-0.985,-2.375,-0.968,0.650,-0.336,-0.608,-0.076,1.133,14.190
-0.919,-2.368,-0.940,0.651,-0.358,-0.611,-0.069,1.133,14.200
-0.850,-2.349,-0.909,0.651,-0.372,-0.604,-0.068,1.138,14.210
-0.779,-2.318,-0.877,0.650,-0.375,-0.584,-0.073,1.147,14.220
-0.708,-2.278,-0.844,0.646,-0.365,-0.553,-0.080,1.157,14.230
-0.640,-2.232,-0.812,0.641,-0.344,-0.513,-0.085,1.167,14.240
-0.577,-2.183,-0.780,0.634,-0.316,-0.469,-0.086,1.175,14.250
-0.519,-2.131,-0.748,0.627,-0.283,-0.422,-0.082,1.183,14.260
-0.466,-2.073,-0.715,0.621,-0.246,-0.371,-0.075,1.192,14.270
-0.417,-2.010,-0.680,0.616,-0.204,-0.314,-0.069,1.201,14.280
-0.370,-1.938,-0.644,0.611,-0.157,-0.247,-0.066,1.209,14.290
-0.327,-1.859,-0.605,0.605,-0.103,-0.171,-0.067,1.217,14.300
-0.288,-1.775,-0.566,0.597,-0.044,-0.088,-0.070,1.223,14.310
-0.255,-1.690,-0.526,0.587,0.019,-0.003,-0.073,1.228,14.320
-0.229,-1.608,-0.486,0.574,0.081,0.078,-0.074,1.232,14.330
-0.211,-1.532,-0.448,0.559,0.137,0.150,-0.073,1.236,14.340
-0.200,-1.462,-0.411,0.543,0.186,0.213,-0.069,1.240,14.350
-0.195,-1.395,-0.374,0.527,0.226,0.268,-0.066,1.242,14.360
-0.193,-1.328,-0.338,0.512,0.260,0.317,-0.065,1.241,14.370
-0.192,-1.257,-0.302,0.498,0.291,0.362,-0.067,1.238,14.380
-0.191,-1.179,-0.266,0.485,0.320,0.400,-0.071,1.232,14.390
-0.189,-1.094,-0.230,0.473,0.348,0.427,-0.077,1.225,14.400
-0.186,-1.004,-0.196,0.461,0.372,0.439,-0.080,1.221,14.410
-0.183,-0.914,-0.162,0.449,0.390,0.433,-0.082,1.221,14.420
-0.181,-0.828,-0.131,0.436,0.398,0.411,-0.080,1.226,14.430
-0.181,-0.749,-0.103,0.423,0.395,0.377,-0.077,1.233,14.440
-0.181,-0.680,-0.076,0.410,0.383,0.340,-0.073,1.241,14.450
-0.180,-0.622,-0.051,0.396,0.365,0.304,-0.072,1.248,14.460
-0.179,-0.573,-0.028,0.382,0.345,0.271,-0.072,1.252,14.470
-0.176,-0.532,-0.004,0.368,0.325,0.241,-0.074,1.255,14.480
-0.172,-0.495,0.019,0.354,0.308,0.206,-0.076,1.260,14.490
-0.168,-0.462,0.042,0.340,0.294,0.164,-0.078,1.269,14.500
-0.165,-0.435,0.064,0.327,0.282,0.111,-0.078,1.284,14.510
-0.164,-0.413,0.085,0.313,0.270,0.051,-0.077,1.303,14.520
-0.165,-0.401,0.104,0.300,0.260,-0.007,-0.076,1.325,14.530
-0.168,-0.399,0.120,0.287,0.252,-0.054,-0.075,1.345,14.540
-0.170,-0.408,0.134,0.275,0.248,-0.084,-0.075,1.360,14.550
-0.172,-0.427,0.146,0.263,0.248,-0.095,-0.077,1.370,14.560
-0.173,-0.451,0.156,0.253,0.253,-0.090,-0.078,1.377,14.570
-0.173,-0.474,0.166,0.242,0.264,-0.076,-0.079,1.387,14.580
-0.173,-0.492,0.176,0.231,0.279,-0.060,-0.079,1.403,14.590
-0.174,-0.500,0.187,0.219,0.301,-0.045,-0.079,1.429,14.600
-0.178,-0.496,0.198,0.207,0.329,-0.030,-0.080,1.464,14.610
-0.185,-0.482,0.210,0.193,0.366,-0.009,-0.081,1.503,14.620
-0.193,-0.462,0.221,0.178,0.410,0.023,-0.084,1.541,14.630
-0.204,-0.442,0.230,0.162,0.462,0.071,-0.087,1.571,14.640
-0.215,-0.425,0.238,0.146,0.516,0.132,-0.091,1.592,14.650
-0.227,-0.417,0.245,0.130,0.569,0.202,-0.095,1.603,14.660
-0.239,-0.418,0.251,0.116,0.614,0.271,-0.096,1.607,14.670
-0.251,-0.425,0.257,0.102,0.647,0.332,-0.097,1.608,14.680
-0.263,-0.437,0.264,0.089,0.664,0.379,-0.097,1.606,14.690
-0.276,-0.448,0.273,0.076,0.666,0.411,-0.097,1.603,14.700
-0.289,-0.458,0.282,0.064,0.656,0.428,-0.098,1.597,14.710
-0.303,-0.464,0.292,0.050,0.638,0.433,-0.100,1.586,14.720
-0.316,-0.466,0.301,0.036,0.614,0.427,-0.102,1.568,14.730
-0.329,-0.467,0.308,0.021,0.587,0.410,-0.104,1.546,14.740
-0.341,-0.467,0.313,0.006,0.557,0.383,-0.106,1.522,14.750
-0.353,-0.467,0.316,-0.010,0.525,0.350,-0.105,1.498,14.760
-0.364,-0.468,0.318,-0.025,0.491,0.316,-0.104,1.478,14.770
-0.374,-0.468,0.319,-0.040,0.455,0.288,-0.102,1.462,14.780
-0.383,-0.468,0.321,-0.055,0.420,0.273,-0.100,1.447,14.790
-0.390,-0.465,0.325,-0.070,0.387,0.276,-0.098,1.430,14.800
-0.397,-0.460,0.331,-0.085,0.359,0.295,-0.095,1.407,14.810
-0.402,-0.454,0.339,-0.100,0.334,0.323,-0.093,1.379,14.820
-0.406,-0.446,0.348,-0.115,0.312,0.352,-0.090,1.346,14.830
-0.408,-0.438,0.357,-0.130,0.289,0.371,-0.087,1.314,14.840
-0.410,-0.429,0.367,-0.143,0.263,0.376,-0.083,1.286,14.850
-0.410,-0.419,0.377,-0.156,0.235,0.367,-0.080,1.264,14.860
-0.410,-0.408,0.388,-0.167,0.204,0.348,-0.078,1.250,14.870
-0.408,-0.396,0.398,-0.177,0.174,0.327,-0.077,1.242,14.880
-0.404,-0.383,0.410,-0.185,0.148,0.310,-0.076,1.234,14.890
-0.400,-0.369,0.422,-0.192,0.126,0.299,-0.076,1.224,14.900
-0.395,-0.355,0.434,-0.198,0.109,0.291,-0.075,1.210,14.910
-0.391,-0.341,0.446,-0.204,0.094,0.281,-0.074,1.193,14.920
-0.388,-0.328,0.457,-0.209,0.079,0.265,-0.072,1.173,14.930
-0.387,-0.313,0.466,-0.214,0.059,0.241,-0.070,1.155,14.940
-0.387,-0.299,0.475,-0.220,0.035,0.209,-0.068,1.138,14.950
-0.390,-0.283,0.484,-0.226,0.005,0.173,-0.067,1.124,14.960
-0.393,-0.268,0.492,-0.232,-0.028,0.136,-0.067,1.112,14.970
-0.395,-0.254,0.501,-0.240,-0.060,0.100,-0.067,1.101,14.980
-0.397,-0.243,0.511,-0.248,-0.088,0.062,-0.067,1.091,14.990
-0.397,-0.237,0.521,-0.257,-0.112,0.020,-0.067,1.082,15.000
-0.397,-0.234,0.530,-0.267,-0.131,-0.033,-0.066,1.077,15.010
-0.396,-0.234,0.539,-0.278,-0.145,-0.097,-0.065,1.074,15.020
-0.395,-0.235,0.546,-0.290,-0.158,-0.174,-0.064,1.075,15.030
-0.395,-0.237,0.552,-0.303,-0.172,-0.261,-0.062,1.077,15.040
-0.395,-0.237,0.556,-0.317,-0.187,-0.353,-0.062,1.078,15.050
-0.395,-0.236,0.560,-0.331,-0.205,-0.448,-0.061,1.075,15.060
-0.396,-0.234,0.564,-0.344,-0.225,-0.543,-0.060,1.066,15.070
-0.396,-0.232,0.568,-0.358,-0.246,-0.640,-0.059,1.054,15.080
-0.396,-0.232,0.571,-0.371,-0.267,-0.736,-0.057,1.040,15.090
-0.396,-0.234,0.574,-0.383,-0.285,-0.828,-0.056,1.029,15.100
-0.396,-0.236,0.576,-0.395,-0.299,-0.912,-0.054,1.025,15.110
-0.396,-0.237,0.577,-0.406,-0.309,-0.979,-0.054,1.029,15.120
-0.396,-0.235,0.577,-0.417,-0.315,-1.024,-0.053,1.040,15.130
-0.396,-0.229,0.575,-0.428,-0.317,-1.046,-0.053,1.055,15.140
-0.396,-0.218,0.574,-0.438,-0.315,-1.046,-0.053,1.072,15.150
-0.397,-0.202,0.572,-0.447,-0.312,-1.034,-0.053,1.089,15.160
-0.397,-0.184,0.572,-0.456,-0.308,-1.017,-0.053,1.103,15.170
-0.397,-0.167,0.572,-0.464,-0.303,-1.005,-0.053,1.114,15.180
-0.397,-0.152,0.574,-0.471,-0.297,-1.001,-0.053,1.125,15.190
-0.397,-0.140,0.577,-0.479,-0.290,-1.003,-0.054,1.134,15.200
-0.397,-0.132,0.580,-0.488,-0.282,-1.008,-0.056,1.143,15.210
-0.397,-0.126,0.583,-0.499,-0.274,-1.010,-0.059,1.150,15.220
-0.397,-0.120,0.586,-0.510,-0.269,-1.007,-0.062,1.154,15.230
-0.397,-0.113,0.589,-0.523,-0.266,-0.998,-0.065,1.155,15.240
-0.396,-0.103,0.591,-0.536,-0.268,-0.987,-0.068,1.152,15.250
-0.396,-0.089,0.593,-0.549,-0.273,-0.976,-0.071,1.146,15.260
-0.396,-0.072,0.594,-0.562,-0.280,-0.967,-0.074,1.137,15.270
-0.395,-0.052,0.595,-0.575,-0.286,-0.956,-0.077,1.127,15.280
-0.395,-0.033,0.595,-0.588,-0.289,-0.939,-0.080,1.113,15.290
-0.394,-0.017,0.595,-0.602,-0.289,-0.911,-0.083,1.094,15.300
-0.394,-0.004,0.595,-0.617,-0.286,-0.872,-0.085,1.069,15.310
-0.393,0.004,0.595,-0.632,-0.281,-0.826,-0.087,1.037,15.320
-0.393,0.008,0.595,-0.647,-0.278,-0.781,-0.088,0.999,15.330
-0.392,0.009,0.595,-0.663,-0.277,-0.748,-0.088,0.959,15.340
-0.392,0.010,0.596,-0.678,-0.279,-0.735,-0.088,0.921,15.350
-0.392,0.012,0.596,-0.692,-0.283,-0.746,-0.088,0.888,15.360
-0.392,0.016,0.596,-0.705,-0.286,-0.777,-0.088,0.862,15.370
-0.391,0.022,0.595,-0.717,-0.288,-0.822,-0.089,0.843,15.380
-0.391,0.028,0.595,-0.729,-0.288,-0.872,-0.090,0.828,15.390
-0.391,0.033,0.594,-0.740,-0.285,-0.921,-0.092,0.815,15.400
-0.390,0.036,0.593,-0.751,-0.282,-0.966,-0.093,0.801,15.410
-0.390,0.036,0.592,-0.761,-0.281,-1.008,-0.093,0.786,15.420
-0.390,0.033,0.591,-0.771,-0.283,-1.050,-0.094,0.770,15.430
-0.390,0.029,0.591,-0.780,-0.287,-1.093,-0.094,0.756,15.440
-0.390,0.027,0.590,-0.789,-0.291,-1.135,-0.095,0.744,15.450
-0.390,0.028,0.591,-0.798,-0.294,-1.170,-0.096,0.737,15.460
-0.390,0.033,0.592,-0.806,-0.294,-1.192,-0.096,0.734,15.470
-0.390,0.040,0.593,-0.815,-0.292,-1.197,-0.097,0.734,15.480
-0.390,0.047,0.594,-0.825,-0.288,-1.185,-0.097,0.735,15.490
-0.389,0.052,0.596,-0.835,-0.286,-1.159,-0.096,0.738,15.500
-0.389,0.054,0.598,-0.845,-0.285,-1.125,-0.094,0.742,15.510
-0.390,0.054,0.600,-0.856,-0.287,-1.088,-0.092,0.748,15.520
-0.390,0.052,0.602,-0.868,-0.291,-1.051,-0.091,0.756,15.530
-0.390,0.051,0.602,-0.880,-0.294,-1.015,-0.089,0.765,15.540
-0.390,0.053,0.602,-0.893,-0.294,-0.978,-0.088,0.774,15.550
-0.390,0.059,0.602,-0.906,-0.292,-0.939,-0.088,0.780,15.560
-0.390,0.069,0.602,-0.919,-0.288,-0.897,-0.087,0.782,15.570
-0.389,0.081,0.602,-0.932,-0.283,-0.856,-0.087,0.780,15.580
-0.389,0.091,0.603,-0.946,-0.281,-0.819,-0.087,0.774,15.590
-0.389,0.098,0.604,-0.959,-0.282,-0.789,-0.087,0.769,15.600
-0.390,0.101,0.605,-0.971,-0.285,-0.766,-0.087,0.765,15.610
-0.390,0.102,0.606,-0.983,-0.289,-0.746,-0.087,0.766,15.620
-0.390,0.101,0.606,-0.994,-0.291,-0.725,-0.087,0.771,15.630
-0.389,0.102,0.604,-1.005,-0.290,-0.699,-0.087,0.777,15.640
-0.389,0.108,0.602,-1.014,-0.286,-0.664,-0.086,0.781,15.650
-0.389,0.118,0.599,-1.023,-0.281,-0.623,-0.086,0.781,15.660
-0.389,0.132,0.596,-1.030,-0.277,-0.583,-0.085,0.777,15.670
-0.389,0.148,0.593,-1.036,-0.277,-0.546,-0.083,0.768,15.680
-0.389,0.162,0.591,-1.040,-0.279,-0.518,-0.082,0.758,15.690
-0.390,0.175,0.588,-1.044,-0.283,-0.497,-0.080,0.748,15.700
-0.390,0.183,0.586,-1.046,-0.286,-0.478,-0.080,0.742,15.710
-0.390,0.189,0.583,-1.048,-0.286,-0.457,-0.079,0.738,15.720
-0.390,0.192,0.581,-1.049,-0.282,-0.429,-0.079,0.736,15.730
-0.390,0.194,0.579,-1.050,-0.277,-0.395,-0.079,0.734,15.740
-0.389,0.198,0.577,-1.051,-0.273,-0.359,-0.079,0.731,15.750
-0.390,0.204,0.576,-1.053,-0.272,-0.326,-0.079,0.729,15.760
-0.390,0.213,0.575,-1.056,-0.274,-0.300,-0.078,0.730,15.770
-0.390,0.223,0.576,-1.059,-0.279,-0.282,-0.078,0.738,15.780
-0.391,0.234,0.576,-1.063,-0.283,-0.268,-0.077,0.754,15.790
-0.391,0.243,0.576,-1.067,-0.285,-0.251,-0.076,0.778,15.800
-0.391,0.251,0.576,-1.071,-0.282,-0.226,-0.075,0.809,15.810
-0.391,0.254,0.576,-1.075,-0.276,-0.190,-0.073,0.842,15.820
-0.390,0.254,0.575,-1.079,-0.270,-0.148,-0.072,0.872,15.830
-0.390,0.250,0.574,-1.083,-0.267,-0.106,-0.070,0.896,15.840
-0.390,0.244,0.574,-1.087,-0.268,-0.075,-0.067,0.913,15.850
-0.390,0.237,0.574,-1.091,-0.273,-0.059,-0.064,0.923,15.860
-0.391,0.232,0.574,-1.096,-0.280,-0.059,-0.061,0.930,15.870
-0.391,0.231,0.575,-1.101,-0.285,-0.070,-0.057,0.938,15.880
-0.391,0.232,0.576,-1.106,-0.284,-0.083,-0.052,0.949,15.890
-0.391,0.236,0.577,-1.112,-0.279,-0.092,-0.048,0.965,15.900
-0.390,0.240,0.578,-1.117,-0.271,-0.095,-0.044,0.983,15.910
-0.390,0.243,0.579,-1.122,-0.265,-0.094,-0.042,1.003,15.920
-0.390,0.241,0.579,-1.127,-0.263,-0.095,-0.040,1.023,15.930
-0.390,0.236,0.580,-1.131,-0.269,-0.106,-0.039,1.041,15.940
-0.391,0.227,0.581,-1.134,-0.280,-0.129,-0.039,1.057,15.950
-0.391,0.216,0.582,-1.137,-0.293,-0.164,-0.039,1.071,15.960
-0.391,0.206,0.582,-1.140,-0.301,-0.203,-0.039,1.084,15.970
-0.391,0.196,0.582,-1.142,-0.301,-0.241,-0.039,1.094,15.980
-0.391,0.188,0.582,-1.144,-0.292,-0.270,-0.039,1.102,15.990
-0.390,0.181,0.581,-1.145,-0.278,-0.293,-0.041,1.107,16.000
-0.390,0.173,0.581,-1.146,-0.263,-0.312,-0.043,1.107,16.010
-0.390,0.165,0.582,-1.147,-0.253,-0.335,-0.046,1.102,16.020
-0.391,0.157,0.582,-1.147,-0.251,-0.369,-0.049,1.092,16.030
-0.391,0.150,0.583,-1.147,-0.257,-0.416,-0.051,1.080,16.040
-0.392,0.147,0.584,-1.147,-0.266,-0.474,-0.053,1.064,16.050
-0.392,0.149,0.585,-1.147,-0.275,-0.538,-0.054,1.047,16.060
-0.391,0.157,0.585,-1.147,-0.279,-0.600,-0.054,1.028,16.070
-0.391,0.170,0.585,-1.147,-0.278,-0.656,-0.054,1.007,16.080
-0.391,0.186,0.585,-1.148,-0.274,-0.705,-0.054,0.985,16.090
-0.391,0.201,0.585,-1.149,-0.270,-0.748,-0.055,0.962,16.100
-0.392,0.215,0.586,-1.150,-0.271,-0.791,-0.057,0.941,16.110
-0.392,0.226,0.588,-1.152,-0.279,-0.837,-0.060,0.923,16.120
-0.393,0.236,0.591,-1.155,-0.293,-0.890,-0.063,0.909,16.130
-0.393,0.245,0.593,-1.158,-0.312,-0.949,-0.067,0.898,16.140
-0.393,0.255,0.595,-1.162,-0.332,-1.013,-0.070,0.891,16.150
-0.392,0.267,0.596,-1.166,-0.349,-1.082,-0.072,0.884,16.160
-0.392,0.281,0.597,-1.169,-0.361,-1.152,-0.074,0.874,16.170
-0.392,0.295,0.598,-1.172,-0.371,-1.223,-0.076,0.861,16.180
-0.392,0.310,0.598,-1.175,-0.378,-1.293,-0.077,0.845,16.190
-0.393,0.323,0.599,-1.178,-0.385,-1.358,-0.079,0.825,16.200
-0.393,0.335,0.600,-1.182,-0.392,-1.414,-0.081,0.805,16.210
-0.393,0.347,0.600,-1.185,-0.401,-1.457,-0.083,0.787,16.220
-0.393,0.359,0.601,-1.189,-0.409,-1.485,-0.085,0.771,16.230
-0.392,0.372,0.603,-1.192,-0.417,-1.498,-0.086,0.759,16.240
-0.392,0.383,0.604,-1.196,-0.425,-1.502,-0.087,0.750,16.250
-0.391,0.393,0.605,-1.199,-0.433,-1.502,-0.088,0.744,16.260
-0.391,0.401,0.605,-1.201,-0.441,-1.505,-0.089,0.741,16.270
-0.392,0.405,0.606,-1.203,-0.451,-1.511,-0.090,0.740,16.280
-0.392,0.407,0.607,-1.205,-0.462,-1.516,-0.091,0.743,16.290
-0.392,0.409,0.606,-1.207,-0.472,-1.513,-0.092,0.749,16.300
-0.392,0.411,0.606,-1.208,-0.480,-1.495,-0.093,0.757,16.310
-0.392,0.414,0.604,-1.209,-0.487,-1.457,-0.094,0.767,16.320
-0.391,0.418,0.603,-1.210,-0.492,-1.403,-0.094,0.775,16.330
-0.390,0.421,0.601,-1.209,-0.498,-1.341,-0.095,0.780,16.340
-0.390,0.422,0.598,-1.208,-0.506,-1.283,-0.095,0.779,16.350
-0.391,0.418,0.597,-1.206,-0.515,-1.239,-0.094,0.772,16.360
-0.391,0.410,0.595,-1.204,-0.527,-1.214,-0.094,0.760,16.370
-0.392,0.400,0.594,-1.201,-0.539,-1.204,-0.092,0.745,16.380
-0.392,0.391,0.593,-1.198,-0.548,-1.201,-0.090,0.729,16.390
-0.391,0.383,0.592,-1.196,-0.554,-1.193,-0.088,0.715,16.400
-0.391,0.379,0.591,-1.193,-0.558,-1.171,-0.086,0.703,16.410
-0.390,0.379,0.590,-1.190,-0.561,-1.136,-0.084,0.694,16.420
-0.390,0.379,0.588,-1.186,-0.567,-1.096,-0.083,0.686,16.430
-0.390,0.379,0.587,-1.182,-0.578,-1.066,-0.083,0.679,16.440
-0.391,0.377,0.586,-1.179,-0.595,-1.061,-0.082,0.671,16.450
-0.391,0.373,0.586,-1.175,-0.616,-1.089,-0.082,0.661,16.460
-0.391,0.370,0.585,-1.172,-0.637,-1.152,-0.081,0.652,16.470
-0.391,0.370,0.585,-1.169,-0.654,-1.241,-0.080,0.645,16.480
-0.391,0.374,0.585,-1.168,-0.664,-1.343,-0.078,0.640,16.490
-0.390,0.385,0.586,-1.167,-0.666,-1.442,-0.076,0.641,16.500
-0.389,0.400,0.586,-1.167,-0.663,-1.528,-0.076,0.647,16.510
-0.389,0.416,0.587,-1.167,-0.660,-1.598,-0.076,0.659,16.520
-0.390,0.431,0.587,-1.167,-0.660,-1.655,-0.078,0.675,16.530
-0.390,0.443,0.588,-1.167,-0.665,-1.705,-0.080,0.694,16.540
-0.390,0.451,0.589,-1.168,-0.674,-1.754,-0.082,0.714,16.550
-0.390,0.459,0.589,-1.169,-0.683,-1.804,-0.084,0.733,16.560
-0.389,0.467,0.590,-1.170,-0.689,-1.854,-0.084,0.748,16.570
-0.388,0.479,0.589,-1.172,-0.688,-1.899,-0.083,0.758,16.580
-0.387,0.495,0.589,-1.174,-0.680,-1.934,-0.083,0.762,16.590
-0.387,0.512,0.588,-1.176,-0.667,-1.956,-0.083,0.762,16.600
-0.387,0.528,0.588,-1.178,-0.654,-1.966,-0.084,0.757,16.610
-0.388,0.541,0.587,-1.181,-0.645,-1.968,-0.086,0.750,16.620
-0.388,0.549,0.587,-1.183,-0.642,-1.966,-0.089,0.741,16.630
-0.389,0.552,0.587,-1.186,-0.645,-1.964,-0.091,0.731,16.640
-0.388,0.553,0.587,-1.189,-0.653,-1.962,-0.093,0.720,16.650
-0.388,0.554,0.587,-1.192,-0.661,-1.960,-0.095,0.707,16.660
-0.387,0.556,0.587,-1.195,-0.667,-1.954,-0.096,0.690,16.670
-0.386,0.562,0.587,-1.196,-0.669,-1.940,-0.097,0.671,16.680
-0.386,0.568,0.586,-1.197,-0.666,-1.918,-0.098,0.649,16.690
-0.387,0.574,0.585,-1.196,-0.662,-1.888,-0.099,0.627,16.700
-0.388,0.577,0.584,-1.195,-0.658,-1.852,-0.101,0.607,16.710
-0.389,0.576,0.582,-1.194,-0.656,-1.814,-0.102,0.591,16.720
-0.389,0.571,0.582,-1.192,-0.657,-1.779,-0.102,0.582,16.730
-0.388,0.562,0.581,-1.191,-0.659,-1.748,-0.102,0.578,16.740
-0.387,0.551,0.581,-1.189,-0.662,-1.727,-0.102,0.578,16.750
-0.386,0.538,0.582,-1.187,-0.663,-1.716,-0.102,0.580,16.760
-0.386,0.523,0.582,-1.184,-0.663,-1.716,-0.103,0.582,16.770
-0.387,0.506,0.582,-1.179,-0.661,-1.729,-0.105,0.583,16.780
-0.388,0.488,0.582,-1.174,-0.659,-1.754,-0.107,0.583,16.790
-0.389,0.471,0.581,-1.168,-0.658,-1.788,-0.109,0.583,16.800
-0.390,0.456,0.579,-1.161,-0.658,-1.827,-0.111,0.584,16.810
-0.389,0.446,0.576,-1.155,-0.659,-1.868,-0.113,0.586,16.820
-0.388,0.445,0.573,-1.149,-0.660,-1.906,-0.114,0.591,16.830
-0.387,0.451,0.571,-1.144,-0.662,-1.940,-0.114,0.598,16.840
-0.386,0.465,0.568,-1.138,-0.662,-1.967,-0.116,0.606,16.850
-0.387,0.483,0.566,-1.133,-0.661,-1.990,-0.117,0.615,16.860
-0.388,0.502,0.564,-1.128,-0.660,-2.010,-0.119,0.624,16.870
-0.389,0.519,0.562,-1.123,-0.659,-2.028,-0.120,0.634,16.880
-0.390,0.534,0.559,-1.118,-0.659,-2.042,-0.120,0.646,16.890
-0.390,0.547,0.556,-1.113,-0.659,-2.051,-0.119,0.659,16.900
-0.389,0.560,0.553,-1.110,-0.661,-2.049,-0.118,0.673,16.910
-0.387,0.575,0.549,-1.106,-0.662,-2.031,-0.116,0.687,16.920
-0.386,0.591,0.546,-1.103,-0.663,-1.996,-0.115,0.699,16.930
-0.386,0.608,0.542,-1.100,-0.662,-1.940,-0.115,0.707,16.940
-0.388,0.624,0.539,-1.097,-0.661,-1.869,-0.115,0.712,16.950
-0.390,0.637,0.536,-1.093,-0.659,-1.786,-0.117,0.711,16.960
-0.392,0.648,0.532,-1.089,-0.657,-1.699,-0.118,0.706,16.970
-0.393,0.658,0.529,-1.085,-0.656,-1.615,-0.118,0.698,16.980
-0.391,0.670,0.525,-1.082,-0.657,-1.539,-0.118,0.690,16.990
-0.388,0.685,0.522,-1.079,-0.658,-1.476,-0.117,0.683,17.000
-0.384,0.704,0.519,-1.077,-0.659,-1.424,-0.116,0.679,17.010
-0.381,0.726,0.517,-1.075,-0.659,-1.383,-0.115,0.678,17.020
-0.380,0.748,0.516,-1.074,-0.659,-1.348,-0.115,0.682,17.030
-0.382,0.764,0.516,-1.072,-0.657,-1.318,-0.115,0.690,17.040
-0.385,0.774,0.516,-1.069,-0.654,-1.288,-0.115,0.701,17.050
-0.389,0.776,0.516,-1.067,-0.652,-1.256,-0.114,0.716,17.060
-0.394,0.772,0.515,-1.064,-0.653,-1.223,-0.111,0.732,17.070
-0.397,0.768,0.514,-1.063,-0.656,-1.186,-0.108,0.748,17.080
-0.400,0.766,0.512,-1.061,-0.661,-1.145,-0.105,0.761,17.090
-0.402,0.768,0.510,-1.060,-0.667,-1.100,-0.102,0.772,17.100
-0.404,0.776,0.508,-1.059,-0.672,-1.051,-0.100,0.780,17.110
-0.406,0.785,0.506,-1.058,-0.673,-0.999,-0.099,0.786,17.120
-0.409,0.793,0.504,-1.057,-0.668,-0.947,-0.099,0.790,17.130
-0.411,0.796,0.500,-1.055,-0.658,-0.897,-0.100,0.794,17.140
-0.411,0.794,0.496,-1.053,-0.645,-0.854,-0.100,0.797,17.150
-0.408,0.788,0.490,-1.050,-0.632,-0.822,-0.100,0.797,17.160
-0.401,0.782,0.483,-1.047,-0.622,-0.802,-0.099,0.793,17.170
-0.391,0.781,0.475,-1.043,-0.618,-0.795,-0.099,0.785,17.180
-0.378,0.786,0.468,-1.039,-0.622,-0.798,-0.099,0.772,17.190
-0.365,0.799,0.461,-1.034,-0.632,-0.808,-0.100,0.756,17.200
-0.351,0.818,0.454,-1.027,-0.647,-0.819,-0.101,0.741,17.210
-0.337,0.841,0.447,-1.020,-0.663,-0.828,-0.101,0.731,17.220
-0.323,0.866,0.440,-1.011,-0.678,-0.833,-0.100,0.730,17.230
-0.308,0.889,0.433,-1.002,-0.690,-0.834,-0.098,0.737,17.240
-0.293,0.910,0.425,-0.992,-0.698,-0.833,-0.096,0.751,17.250
