RElbow_x,RElbow_y,RWrist_x,RWrist_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,time
-0.808,-0.446,-1.375,1.371,0.420,1.232,-0.060,0.517,3.530
-0.809,-0.442,-1.375,1.375,0.402,1.137,-0.045,0.512,3.540
-0.809,-0.442,-1.375,1.377,0.381,1.049,-0.041,0.493,3.550
-0.808,-0.445,-1.375,1.377,0.357,0.971,-0.047,0.458,3.560
-0.807,-0.451,-1.375,1.377,0.329,0.901,-0.057,0.414,3.570
-0.806,-0.455,-1.375,1.376,0.297,0.835,-0.063,0.368,3.580
-0.806,-0.457,-1.375,1.375,0.264,0.770,-0.061,0.328,3.590
-0.806,-0.454,-1.375,1.375,0.234,0.705,-0.052,0.299,3.600
-0.808,-0.449,-1.375,1.375,0.210,0.643,-0.040,0.281,3.610
-0.809,-0.444,-1.375,1.375,0.194,0.589,-0.029,0.269,3.620
-0.809,-0.442,-1.375,1.375,0.187,0.548,-0.025,0.256,3.630
-0.809,-0.444,-1.375,1.374,0.186,0.524,-0.027,0.237,3.640
-0.808,-0.449,-1.375,1.372,0.188,0.516,-0.034,0.212,3.650
-0.806,-0.454,-1.375,1.370,0.188,0.518,-0.041,0.183,3.660
-0.806,-0.457,-1.375,1.367,0.185,0.520,-0.044,0.157,3.670
-0.806,-0.456,-1.375,1.365,0.176,0.512,-0.042,0.139,3.680
-0.807,-0.452,-1.375,1.363,0.164,0.487,-0.036,0.134,3.690
-0.808,-0.446,-1.375,1.361,0.151,0.446,-0.030,0.142,3.700
-0.809,-0.443,-1.375,1.358,0.139,0.393,-0.027,0.164,3.710
-0.809,-0.443,-1.375,1.354,0.129,0.339,-0.029,0.196,3.720
-0.808,-0.448,-1.375,1.350,0.121,0.294,-0.034,0.236,3.730
-0.807,-0.453,-1.375,1.347,0.113,0.262,-0.040,0.279,3.740
-0.806,-0.457,-1.375,1.344,0.103,0.243,-0.044,0.326,3.750
-0.807,-0.458,-1.375,1.341,0.087,0.229,-0.044,0.372,3.760
-0.808,-0.454,-1.375,1.339,0.065,0.211,-0.041,0.417,3.770
-0.809,-0.449,-1.375,1.337,0.038,0.178,-0.035,0.456,3.780
-0.811,-0.445,-1.375,1.336,0.008,0.128,-0.031,0.488,3.790
-0.811,-0.443,-1.375,1.334,-0.023,0.062,-0.030,0.513,3.800
-0.811,-0.446,-1.375,1.333,-0.052,-0.007,-0.033,0.532,3.810
-0.810,-0.452,-1.375,1.332,-0.078,-0.069,-0.039,0.551,3.820
-0.808,-0.457,-1.375,1.332,-0.101,-0.111,-0.043,0.571,3.830
-0.808,-0.459,-1.375,1.332,-0.119,-0.127,-0.046,0.598,3.840
-0.809,-0.457,-1.375,1.333,-0.135,-0.119,-0.045,0.629,3.850
-0.810,-0.451,-1.375,1.334,-0.148,-0.095,-0.042,0.663,3.860
-0.811,-0.446,-1.375,1.335,-0.160,-0.066,-0.039,0.695,3.870
-0.812,-0.443,-1.375,1.336,-0.173,-0.042,-0.038,0.721,3.880
-0.812,-0.444,-1.375,1.336,-0.188,-0.030,-0.040,0.739,3.890
-0.811,-0.449,-1.375,1.337,-0.206,-0.028,-0.045,0.751,3.900
-0.809,-0.456,-1.375,1.338,-0.227,-0.032,-0.051,0.758,3.910
-0.808,-0.460,-1.375,1.339,-0.249,-0.033,-0.057,0.762,3.920
-0.808,-0.460,-1.375,1.340,-0.271,-0.025,-0.060,0.765,3.930
-0.809,-0.455,-1.375,1.340,-0.289,-0.006,-0.062,0.762,3.940
-0.811,-0.449,-1.375,1.339,-0.303,0.024,-0.063,0.751,3.950
-0.812,-0.444,-1.375,1.338,-0.312,0.059,-0.064,0.727,3.960
-0.812,-0.444,-1.375,1.336,-0.317,0.094,-0.068,0.688,3.970
-0.811,-0.448,-1.375,1.334,-0.320,0.126,-0.074,0.638,3.980
-0.809,-0.457,-1.375,1.333,-0.323,0.153,-0.081,0.584,3.990
-0.808,-0.465,-1.375,1.334,-0.325,0.179,-0.087,0.535,4.000
-0.807,-0.470,-1.375,1.337,-0.327,0.206,-0.091,0.497,4.010
-0.808,-0.469,-1.375,1.341,-0.327,0.236,-0.092,0.475,4.020
-0.809,-0.464,-1.375,1.344,-0.324,0.269,-0.091,0.466,4.030
-0.810,-0.455,-1.375,1.346,-0.320,0.299,-0.089,0.464,4.040
-0.811,-0.447,-1.375,1.345,-0.316,0.319,-0.088,0.462,4.050
-0.810,-0.442,-1.375,1.343,-0.317,0.321,-0.087,0.454,4.060
-0.808,-0.441,-1.375,1.340,-0.327,0.299,-0.088,0.438,4.070
-0.806,-0.442,-1.375,1.337,-0.349,0.253,-0.089,0.416,4.080
-0.805,-0.444,-1.375,1.335,-0.380,0.187,-0.088,0.394,4.090
-0.805,-0.446,-1.375,1.335,-0.416,0.109,-0.087,0.376,4.100
-0.807,-0.447,-1.375,1.336,-0.453,0.027,-0.084,0.362,4.110
-0.808,-0.447,-1.375,1.337,-0.484,-0.051,-0.081,0.351,4.120
-0.809,-0.450,-1.376,1.339,-0.506,-0.123,-0.078,0.339,4.130
-0.809,-0.455,-1.376,1.340,-0.520,-0.186,-0.077,0.321,4.140
-0.807,-0.463,-1.375,1.341,-0.528,-0.241,-0.076,0.294,4.150
-0.805,-0.473,-1.375,1.341,-0.534,-0.289,-0.076,0.261,4.160
-0.803,-0.481,-1.375,1.342,-0.542,-0.329,-0.074,0.228,4.170
-0.803,-0.487,-1.375,1.343,-0.550,-0.358,-0.072,0.201,4.180
-0.804,-0.490,-1.375,1.345,-0.559,-0.373,-0.068,0.187,4.190
-0.807,-0.491,-1.375,1.346,-0.565,-0.371,-0.064,0.188,4.200
-0.810,-0.493,-1.375,1.347,-0.566,-0.354,-0.060,0.204,4.210
-0.811,-0.496,-1.375,1.348,-0.562,-0.324,-0.057,0.229,4.220
-0.809,-0.502,-1.375,1.347,-0.556,-0.287,-0.055,0.260,4.230
-0.806,-0.509,-1.375,1.347,-0.551,-0.247,-0.054,0.289,4.240
-0.801,-0.516,-1.375,1.346,-0.549,-0.211,-0.053,0.314,4.250
-0.798,-0.519,-1.375,1.347,-0.553,-0.179,-0.052,0.333,4.260
-0.796,-0.518,-1.375,1.348,-0.561,-0.153,-0.049,0.345,4.270
-0.799,-0.515,-1.375,1.349,-0.570,-0.129,-0.047,0.350,4.280
-0.804,-0.510,-1.375,1.350,-0.577,-0.108,-0.044,0.347,4.290
-0.811,-0.507,-1.375,1.351,-0.582,-0.089,-0.043,0.337,4.300
-0.819,-0.506,-1.375,1.351,-0.584,-0.070,-0.042,0.318,4.310
-0.824,-0.508,-1.375,1.351,-0.586,-0.053,-0.043,0.293,4.320
-0.828,-0.509,-1.375,1.350,-0.590,-0.037,-0.044,0.265,4.330
-0.828,-0.508,-1.375,1.350,-0.595,-0.017,-0.044,0.240,4.340
-0.826,-0.503,-1.375,1.350,-0.602,0.007,-0.042,0.220,4.350
-0.823,-0.494,-1.375,1.350,-0.607,0.040,-0.039,0.208,4.360
-0.819,-0.484,-1.375,1.351,-0.606,0.080,-0.036,0.205,4.370
-0.814,-0.475,-1.375,1.351,-0.598,0.124,-0.034,0.209,4.380
-0.809,-0.469,-1.375,1.351,-0.583,0.167,-0.032,0.217,4.390
-0.804,-0.466,-1.375,1.349,-0.564,0.203,-0.033,0.227,4.400
-0.799,-0.466,-1.375,1.347,-0.545,0.226,-0.034,0.240,4.410
-0.793,-0.465,-1.375,1.345,-0.528,0.237,-0.036,0.258,4.420
-0.787,-0.461,-1.375,1.343,-0.515,0.237,-0.037,0.284,4.430
-0.781,-0.453,-1.375,1.342,-0.503,0.233,-0.038,0.319,4.440
-0.776,-0.443,-1.375,1.340,-0.489,0.227,-0.038,0.361,4.450
-0.771,-0.434,-1.375,1.339,-0.469,0.223,-0.038,0.407,4.460
-0.766,-0.430,-1.375,1.336,-0.445,0.216,-0.040,0.450,4.470
-0.762,-0.432,-1.375,1.333,-0.418,0.201,-0.042,0.484,4.480
-0.758,-0.439,-1.375,1.330,-0.392,0.172,-0.045,0.506,4.490
-0.754,-0.449,-1.375,1.327,-0.373,0.125,-0.049,0.517,4.500
-0.752,-0.459,-1.375,1.326,-0.362,0.061,-0.052,0.520,4.510
-0.750,-0.464,-1.375,1.324,-0.359,-0.014,-0.054,0.522,4.520
-0.750,-0.465,-1.375,1.324,-0.358,-0.092,-0.054,0.529,4.530
-0.751,-0.462,-1.375,1.324,-0.357,-0.165,-0.054,0.545,4.540
-0.752,-0.458,-1.375,1.323,-0.352,-0.230,-0.054,0.568,4.550
-0.754,-0.455,-1.375,1.321,-0.343,-0.287,-0.054,0.597,4.560
-0.756,-0.455,-1.375,1.319,-0.336,-0.341,-0.054,0.624,4.570
-0.758,-0.457,-1.375,1.316,-0.334,-0.398,-0.055,0.647,4.580
-0.761,-0.459,-1.375,1.314,-0.342,-0.460,-0.055,0.663,4.590
-0.765,-0.460,-1.374,1.312,-0.361,-0.528,-0.055,0.672,4.600
-0.771,-0.458,-1.375,1.312,-0.388,-0.596,-0.055,0.677,4.610
-0.777,-0.455,-1.375,1.312,-0.417,-0.660,-0.054,0.680,4.620
-0.783,-0.452,-1.375,1.313,-0.441,-0.716,-0.054,0.681,4.630
-0.789,-0.451,-1.375,1.314,-0.458,-0.764,-0.054,0.680,4.640
-0.794,-0.454,-1.375,1.316,-0.466,-0.806,-0.054,0.673,4.650
-0.798,-0.458,-1.375,1.317,-0.469,-0.846,-0.055,0.656,4.660
-0.803,-0.462,-1.374,1.318,-0.473,-0.888,-0.056,0.627,4.670
-0.808,-0.464,-1.374,1.319,-0.479,-0.928,-0.056,0.588,4.680
-0.813,-0.463,-1.374,1.319,-0.489,-0.961,-0.055,0.543,4.690
-0.819,-0.459,-1.375,1.320,-0.499,-0.978,-0.054,0.499,4.700
-0.823,-0.454,-1.375,1.320,-0.505,-0.972,-0.052,0.461,4.710
-0.827,-0.451,-1.375,1.319,-0.501,-0.941,-0.052,0.435,4.720
-0.827,-0.452,-1.375,1.319,-0.487,-0.889,-0.052,0.420,4.730
-0.825,-0.457,-1.375,1.319,-0.464,-0.827,-0.053,0.416,4.740
-0.821,-0.464,-1.375,1.320,-0.436,-0.765,-0.055,0.416,4.750
-0.814,-0.470,-1.375,1.322,-0.408,-0.713,-0.057,0.418,4.760
-0.807,-0.473,-1.375,1.325,-0.384,-0.673,-0.059,0.419,4.770
-0.801,-0.470,-1.375,1.328,-0.364,-0.643,-0.061,0.419,4.780
-0.797,-0.463,-1.375,1.332,-0.346,-0.613,-0.063,0.420,4.790
-0.795,-0.455,-1.375,1.334,-0.325,-0.578,-0.064,0.426,4.800
-0.794,-0.447,-1.375,1.334,-0.301,-0.531,-0.067,0.437,4.810
-0.797,-0.443,-1.375,1.334,-0.275,-0.473,-0.069,0.456,4.820
-0.801,-0.441,-1.375,1.334,-0.249,-0.412,-0.070,0.479,4.830
-0.806,-0.443,-1.375,1.334,-0.229,-0.357,-0.072,0.503,4.840
-0.813,-0.444,-1.375,1.334,-0.218,-0.317,-0.072,0.525,4.850
-0.819,-0.446,-1.375,1.335,-0.220,-0.298,-0.073,0.542,4.860
-0.824,-0.447,-1.375,1.337,-0.232,-0.300,-0.073,0.552,4.870
-0.827,-0.448,-1.375,1.337,-0.251,-0.323,-0.073,0.558,4.880
-0.827,-0.452,-1.375,1.337,-0.274,-0.359,-0.074,0.563,4.890
-0.824,-0.458,-1.375,1.336,-0.298,-0.403,-0.075,0.571,4.900
-0.817,-0.467,-1.375,1.334,-0.322,-0.450,-0.077,0.583,4.910
-0.810,-0.478,-1.375,1.332,-0.348,-0.494,-0.079,0.603,4.920
-0.802,-0.488,-1.375,1.330,-0.375,-0.530,-0.081,0.628,4.930
-0.795,-0.495,-1.375,1.329,-0.405,-0.558,-0.082,0.659,4.940
-0.789,-0.499,-1.375,1.329,-0.434,-0.575,-0.082,0.693,4.950
-0.786,-0.501,-1.375,1.329,-0.462,-0.585,-0.082,0.729,4.960
-0.784,-0.502,-1.375,1.329,-0.485,-0.594,-0.082,0.764,4.970
-0.782,-0.501,-1.375,1.328,-0.503,-0.610,-0.082,0.796,4.980
-0.781,-0.501,-1.375,1.327,-0.518,-0.643,-0.082,0.823,4.990
-0.780,-0.500,-1.375,1.324,-0.534,-0.697,-0.082,0.842,5.000
-0.779,-0.498,-1.375,1.321,-0.552,-0.772,-0.082,0.850,5.010
-0.778,-0.494,-1.375,1.318,-0.574,-0.862,-0.082,0.846,5.020
-0.776,-0.489,-1.375,1.316,-0.600,-0.957,-0.081,0.830,5.030
-0.773,-0.486,-1.375,1.315,-0.626,-1.045,-0.079,0.806,5.040
-0.771,-0.486,-1.375,1.315,-0.649,-1.119,-0.078,0.776,5.050
-0.767,-0.490,-1.375,1.314,-0.665,-1.179,-0.077,0.745,5.060
-0.763,-0.498,-1.375,1.313,-0.673,-1.229,-0.076,0.718,5.070
-0.758,-0.509,-1.375,1.312,-0.677,-1.280,-0.075,0.695,5.080
-0.752,-0.520,-1.375,1.310,-0.679,-1.340,-0.073,0.678,5.090
-0.746,-0.529,-1.375,1.308,-0.683,-1.411,-0.071,0.663,5.100
-0.740,-0.533,-1.375,1.307,-0.690,-1.490,-0.068,0.650,5.110
-0.734,-0.534,-1.375,1.306,-0.697,-1.568,-0.066,0.638,5.120
-0.727,-0.535,-1.374,1.306,-0.702,-1.634,-0.064,0.626,5.130
-0.720,-0.537,-1.374,1.307,-0.702,-1.683,-0.063,0.615,5.140
-0.712,-0.542,-1.373,1.308,-0.695,-1.713,-0.063,0.604,5.150
-0.703,-0.551,-1.373,1.309,-0.683,-1.731,-0.064,0.593,5.160
-0.695,-0.560,-1.374,1.310,-0.669,-1.746,-0.066,0.579,5.170
-0.687,-0.567,-1.375,1.311,-0.657,-1.766,-0.068,0.559,5.180
-0.679,-0.570,-1.376,1.312,-0.652,-1.795,-0.070,0.531,5.190
-0.671,-0.568,-1.377,1.312,-0.653,-1.829,-0.071,0.492,5.200
-0.665,-0.561,-1.378,1.312,-0.658,-1.860,-0.072,0.445,5.210
-0.658,-0.553,-1.378,1.312,-0.665,-1.878,-0.074,0.393,5.220
-0.651,-0.547,-1.378,1.311,-0.669,-1.875,-0.076,0.338,5.230
-0.644,-0.543,-1.377,1.311,-0.671,-1.850,-0.078,0.285,5.240
-0.637,-0.543,-1.376,1.311,-0.669,-1.808,-0.082,0.236,5.250
-0.630,-0.544,-1.375,1.310,-0.667,-1.755,-0.085,0.188,5.260
-0.624,-0.543,-1.374,1.310,-0.665,-1.699,-0.088,0.139,5.270
-0.617,-0.539,-1.374,1.311,-0.666,-1.643,-0.090,0.087,5.280
-0.611,-0.531,-1.373,1.311,-0.669,-1.586,-0.092,0.030,5.290
-0.605,-0.520,-1.372,1.311,-0.671,-1.525,-0.093,-0.029,5.300
-0.598,-0.509,-1.372,1.311,-0.671,-1.456,-0.093,-0.087,5.310
-0.592,-0.498,-1.371,1.311,-0.669,-1.380,-0.094,-0.139,5.320
-0.587,-0.490,-1.370,1.311,-0.665,-1.298,-0.094,-0.181,5.330
-0.585,-0.484,-1.369,1.311,-0.660,-1.216,-0.095,-0.213,5.340
-0.585,-0.478,-1.368,1.311,-0.658,-1.142,-0.095,-0.234,5.350
-0.587,-0.473,-1.367,1.311,-0.658,-1.079,-0.095,-0.250,5.360
-0.591,-0.470,-1.367,1.311,-0.662,-1.029,-0.094,-0.264,5.370
-0.595,-0.469,-1.367,1.311,-0.665,-0.989,-0.093,-0.277,5.380
-0.598,-0.473,-1.366,1.311,-0.667,-0.955,-0.091,-0.288,5.390
-0.599,-0.485,-1.366,1.311,-0.666,-0.925,-0.090,-0.295,5.400
-0.598,-0.503,-1.366,1.311,-0.663,-0.895,-0.089,-0.292,5.410
-0.596,-0.527,-1.366,1.311,-0.658,-0.866,-0.088,-0.278,5.420
-0.594,-0.554,-1.366,1.311,-0.655,-0.835,-0.086,-0.251,5.430
-0.593,-0.580,-1.366,1.311,-0.655,-0.803,-0.085,-0.213,5.440
-0.595,-0.601,-1.367,1.311,-0.657,-0.768,-0.082,-0.167,5.450
-0.600,-0.617,-1.367,1.311,-0.661,-0.729,-0.080,-0.116,5.460
-0.606,-0.628,-1.368,1.311,-0.664,-0.688,-0.077,-0.064,5.470
-0.614,-0.636,-1.368,1.311,-0.664,-0.647,-0.074,-0.013,5.480
-0.623,-0.641,-1.369,1.311,-0.662,-0.615,-0.072,0.037,5.490
-0.633,-0.644,-1.370,1.311,-0.658,-0.596,-0.070,0.082,5.500
-0.643,-0.646,-1.371,1.312,-0.655,-0.593,-0.068,0.122,5.510
-0.654,-0.646,-1.372,1.312,-0.655,-0.606,-0.067,0.150,5.520
-0.667,-0.644,-1.372,1.313,-0.657,-0.625,-0.067,0.163,5.530
-0.680,-0.640,-1.373,1.312,-0.661,-0.641,-0.068,0.159,5.540
-0.694,-0.634,-1.374,1.312,-0.665,-0.646,-0.069,0.138,5.550
-0.708,-0.628,-1.375,1.310,-0.667,-0.635,-0.072,0.106,5.560
-0.721,-0.623,-1.376,1.309,-0.665,-0.612,-0.075,0.069,5.570
-0.734,-0.619,-1.376,1.308,-0.662,-0.587,-0.079,0.034,5.580
-0.745,-0.615,-1.377,1.308,-0.658,-0.571,-0.082,0.004,5.590
-0.757,-0.609,-1.377,1.308,-0.656,-0.568,-0.085,-0.020,5.600
-0.768,-0.600,-1.378,1.309,-0.657,-0.579,-0.086,-0.041,5.610
-0.781,-0.587,-1.377,1.310,-0.660,-0.592,-0.086,-0.063,5.620
-0.792,-0.571,-1.377,1.311,-0.664,-0.594,-0.086,-0.090,5.630
-0.803,-0.553,-1.376,1.311,-0.667,-0.573,-0.085,-0.120,5.640
-0.811,-0.536,-1.375,1.310,-0.666,-0.526,-0.084,-0.151,5.650
-0.815,-0.521,-1.374,1.310,-0.663,-0.459,-0.084,-0.178,5.660
-0.817,-0.510,-1.373,1.309,-0.658,-0.386,-0.084,-0.194,5.670
-0.817,-0.502,-1.373,1.310,-0.655,-0.328,-0.084,-0.199,5.680
-0.817,-0.495,-1.373,1.311,-0.654,-0.297,-0.083,-0.195,5.690
-0.816,-0.490,-1.374,1.313,-0.656,-0.301,-0.082,-0.185,5.700
-0.817,-0.485,-1.375,1.315,-0.660,-0.334,-0.081,-0.179,5.710
-0.819,-0.481,-1.375,1.317,-0.664,-0.385,-0.079,-0.179,5.720
-0.821,-0.479,-1.375,1.319,-0.665,-0.438,-0.077,-0.188,5.730
-0.822,-0.478,-1.375,1.320,-0.663,-0.483,-0.075,-0.203,5.740
-0.822,-0.479,-1.375,1.321,-0.659,-0.517,-0.074,-0.219,5.750
-0.820,-0.483,-1.374,1.323,-0.655,-0.544,-0.073,-0.231,5.760
-0.818,-0.488,-1.374,1.324,-0.653,-0.570,-0.072,-0.238,5.770
-0.817,-0.496,-1.374,1.325,-0.654,-0.601,-0.070,-0.240,5.780
-0.816,-0.505,-1.375,1.327,-0.658,-0.639,-0.067,-0.243,5.790
-0.816,-0.517,-1.375,1.328,-0.662,-0.682,-0.064,-0.248,5.800
-0.817,-0.531,-1.375,1.328,-0.664,-0.723,-0.061,-0.260,5.810
-0.817,-0.545,-1.375,1.329,-0.663,-0.759,-0.058,-0.276,5.820
-0.816,-0.557,-1.375,1.329,-0.660,-0.789,-0.056,-0.293,5.830
-0.812,-0.565,-1.375,1.329,-0.656,-0.815,-0.055,-0.308,5.840
-0.806,-0.569,-1.374,1.329,-0.654,-0.843,-0.055,-0.317,5.850
-0.798,-0.567,-1.374,1.329,-0.654,-0.874,-0.054,-0.324,5.860
-0.788,-0.564,-1.375,1.329,-0.658,-0.906,-0.054,-0.332,5.870
-0.777,-0.561,-1.375,1.328,-0.662,-0.931,-0.055,-0.348,5.880
-0.766,-0.564,-1.375,1.326,-0.666,-0.940,-0.056,-0.375,5.890
-0.755,-0.575,-1.376,1.323,-0.667,-0.928,-0.057,-0.415,5.900
-0.743,-0.595,-1.375,1.321,-0.665,-0.893,-0.060,-0.464,5.910
-0.730,-0.621,-1.375,1.318,-0.661,-0.841,-0.063,-0.514,5.920
-0.717,-0.650,-1.374,1.316,-0.658,-0.786,-0.067,-0.559,5.930
-0.703,-0.675,-1.374,1.314,-0.657,-0.738,-0.070,-0.591,5.940
-0.690,-0.694,-1.373,1.313,-0.659,-0.707,-0.073,-0.610,5.950
-0.677,-0.704,-1.374,1.313,-0.663,-0.692,-0.075,-0.618,5.960
-0.664,-0.707,-1.374,1.313,-0.667,-0.690,-0.077,-0.620,5.970
-0.652,-0.705,-1.375,1.312,-0.669,-0.690,-0.078,-0.621,5.980
-0.640,-0.703,-1.376,1.312,-0.668,-0.686,-0.079,-0.622,5.990
-0.630,-0.702,-1.377,1.313,-0.665,-0.674,-0.079,-0.623,6.000
-0.620,-0.704,-1.378,1.314,-0.662,-0.656,-0.080,-0.623,6.010
-0.611,-0.707,-1.378,1.314,-0.660,-0.636,-0.080,-0.618,6.020
-0.604,-0.711,-1.378,1.315,-0.661,-0.622,-0.080,-0.609,6.030
-0.598,-0.714,-1.377,1.315,-0.665,-0.613,-0.080,-0.597,6.040
-0.594,-0.716,-1.376,1.314,-0.669,-0.611,-0.081,-0.586,6.050
-0.591,-0.717,-1.374,1.313,-0.671,-0.612,-0.082,-0.578,6.060
-0.589,-0.719,-1.373,1.312,-0.671,-0.614,-0.084,-0.574,6.070
-0.588,-0.723,-1.372,1.312,-0.668,-0.620,-0.086,-0.573,6.080
-0.587,-0.730,-1.372,1.313,-0.665,-0.634,-0.089,-0.571,6.090
-0.588,-0.737,-1.371,1.315,-0.662,-0.663,-0.091,-0.564,6.100
-0.591,-0.744,-1.372,1.318,-0.662,-0.711,-0.092,-0.550,6.110
-0.595,-0.750,-1.372,1.322,-0.665,-0.777,-0.092,-0.531,6.120
-0.600,-0.754,-1.372,1.325,-0.669,-0.850,-0.091,-0.510,6.130
-0.606,-0.756,-1.372,1.326,-0.673,-0.919,-0.090,-0.491,6.140
-0.610,-0.756,-1.371,1.326,-0.675,-0.972,-0.089,-0.479,6.150
-0.613,-0.755,-1.370,1.325,-0.673,-1.002,-0.088,-0.472,6.160
-0.614,-0.754,-1.368,1.324,-0.669,-1.013,-0.088,-0.470,6.170
-0.612,-0.752,-1.367,1.324,-0.666,-1.014,-0.088,-0.467,6.180
-0.610,-0.749,-1.366,1.325,-0.664,-1.019,-0.088,-0.459,6.190
-0.607,-0.745,-1.365,1.327,-0.665,-1.037,-0.088,-0.443,6.200
-0.605,-0.738,-1.364,1.329,-0.668,-1.073,-0.087,-0.421,6.210
-0.606,-0.729,-1.364,1.332,-0.672,-1.120,-0.085,-0.397,6.220
-0.608,-0.719,-1.363,1.334,-0.674,-1.166,-0.084,-0.377,6.230
-0.611,-0.709,-1.363,1.335,-0.673,-1.198,-0.083,-0.363,6.240
-0.614,-0.701,-1.362,1.335,-0.669,-1.206,-0.082,-0.359,6.250
-0.615,-0.695,-1.362,1.335,-0.665,-1.190,-0.082,-0.363,6.260
-0.613,-0.691,-1.361,1.335,-0.662,-1.156,-0.082,-0.369,6.270
-0.608,-0.690,-1.361,1.334,-0.661,-1.115,-0.081,-0.375,6.280
-0.601,-0.691,-1.362,1.333,-0.663,-1.079,-0.079,-0.376,6.290
-0.595,-0.693,-1.362,1.332,-0.667,-1.054,-0.077,-0.373,6.300
-0.589,-0.697,-1.363,1.330,-0.669,-1.044,-0.075,-0.364,6.310
-0.586,-0.701,-1.363,1.328,-0.668,-1.045,-0.073,-0.353,6.320
-0.586,-0.703,-1.363,1.326,-0.665,-1.056,-0.071,-0.340,6.330
-0.587,-0.703,-1.363,1.325,-0.661,-1.075,-0.069,-0.326,6.340
-0.590,-0.698,-1.364,1.326,-0.657,-1.103,-0.068,-0.310,6.350
-0.592,-0.689,-1.365,1.328,-0.656,-1.144,-0.067,-0.293,6.360
-0.594,-0.676,-1.368,1.331,-0.658,-1.199,-0.066,-0.274,6.370
-0.597,-0.661,-1.370,1.333,-0.662,-1.268,-0.064,-0.256,6.380
-0.600,-0.646,-1.373,1.334,-0.666,-1.344,-0.062,-0.242,6.390
-0.607,-0.635,-1.375,1.334,-0.667,-1.420,-0.060,-0.234,6.400
-0.616,-0.627,-1.376,1.332,-0.666,-1.489,-0.059,-0.236,6.410
-0.628,-0.624,-1.377,1.329,-0.663,-1.549,-0.058,-0.247,6.420
-0.643,-0.621,-1.376,1.327,-0.660,-1.599,-0.059,-0.265,6.430
-0.658,-0.619,-1.374,1.325,-0.659,-1.644,-0.060,-0.289,6.440
-0.673,-0.612,-1.372,1.325,-0.660,-1.691,-0.062,-0.316,6.450
-0.685,-0.602,-1.371,1.325,-0.665,-1.743,-0.064,-0.345,6.460
-0.694,-0.588,-1.370,1.326,-0.670,-1.799,-0.066,-0.375,6.470
-0.701,-0.571,-1.370,1.326,-0.673,-1.854,-0.068,-0.408,6.480
-0.708,-0.555,-1.371,1.326,-0.674,-1.905,-0.070,-0.444,6.490
-0.714,-0.539,-1.371,1.325,-0.671,-1.946,-0.073,-0.484,6.500
-0.723,-0.525,-1.371,1.324,-0.668,-1.979,-0.076,-0.526,6.510
-0.734,-0.513,-1.371,1.323,-0.665,-2.005,-0.079,-0.568,6.520
-0.748,-0.501,-1.370,1.322,-0.666,-2.030,-0.081,-0.606,6.530
-0.763,-0.490,-1.369,1.321,-0.669,-2.055,-0.084,-0.638,6.540
-0.778,-0.478,-1.367,1.320,-0.673,-2.077,-0.086,-0.663,6.550
-0.793,-0.468,-1.365,1.319,-0.677,-2.089,-0.088,-0.681,6.560
-0.806,-0.459,-1.363,1.317,-0.678,-2.085,-0.090,-0.691,6.570
-0.818,-0.453,-1.361,1.315,-0.676,-2.057,-0.092,-0.697,6.580
-0.828,-0.449,-1.360,1.312,-0.671,-2.003,-0.094,-0.699,6.590
-0.837,-0.447,-1.358,1.311,-0.667,-1.928,-0.096,-0.696,6.600
-0.845,-0.445,-1.357,1.310,-0.664,-1.839,-0.098,-0.688,6.610
-0.853,-0.443,-1.355,1.310,-0.665,-1.744,-0.099,-0.674,6.620
-0.859,-0.440,-1.354,1.311,-0.667,-1.646,-0.099,-0.655,6.630
-0.864,-0.438,-1.352,1.311,-0.670,-1.544,-0.099,-0.630,6.640
-0.867,-0.439,-1.351,1.311,-0.670,-1.436,-0.098,-0.601,6.650
-0.868,-0.442,-1.349,1.309,-0.668,-1.320,-0.098,-0.570,6.660
-0.867,-0.449,-1.348,1.307,-0.663,-1.195,-0.098,-0.540,6.670
-0.865,-0.457,-1.347,1.304,-0.657,-1.071,-0.097,-0.515,6.680
-0.862,-0.467,-1.347,1.303,-0.653,-0.958,-0.097,-0.495,6.690
-0.860,-0.473,-1.347,1.302,-0.652,-0.871,-0.095,-0.483,6.700
-0.858,-0.475,-1.347,1.302,-0.655,-0.817,-0.093,-0.479,6.710
-0.857,-0.472,-1.347,1.304,-0.659,-0.796,-0.091,-0.482,6.720
-0.858,-0.465,-1.348,1.306,-0.662,-0.798,-0.089,-0.492,6.730
-0.859,-0.454,-1.349,1.308,-0.662,-0.809,-0.086,-0.505,6.740
-0.861,-0.444,-1.350,1.309,-0.659,-0.816,-0.084,-0.520,6.750
-0.861,-0.436,-1.352,1.310,-0.655,-0.810,-0.083,-0.535,6.760
-0.860,-0.432,-1.353,1.311,-0.651,-0.794,-0.082,-0.551,6.770
-0.856,-0.433,-1.355,1.311,-0.650,-0.778,-0.080,-0.567,6.780
-0.849,-0.438,-1.356,1.311,-0.653,-0.775,-0.078,-0.587,6.790
-0.841,-0.446,-1.358,1.311,-0.658,-0.796,-0.075,-0.612,6.800
-0.832,-0.455,-1.359,1.311,-0.664,-0.842,-0.073,-0.643,6.810
-0.823,-0.464,-1.360,1.311,-0.667,-0.907,-0.071,-0.679,6.820
